Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Wimbledon R128,L vs Bemelmans,44,44,1.0,16.2%,16.2%,36,34,1.1,14.7%,13.9%,9.8%,3.3%,1.3,14.7%,11.4%
2017 Stuttgart R16,W vs Federer,40,31,1.3,19.9%,15.4%,28,24,1.2,17.8%,15.3%,5.7%,9.6%,1.6,23.4%,14.9%
2017 Stuttgart R32,W vs Herbert,25,26,1.0,13.9%,14.4%,17,22,0.8,11.3%,14.7%,6.7%,4.7%,1.5,17.8%,12.2%
2017 Australian Open R128,L vs Paire,15,34,0.4,9.5%,21.5%,11,29,0.4,8.9%,23.6%,4.1%,4.9%,1.5,29.1%,19.6%
2015 US Open R128,L vs Verdasco,27,45,0.6,10.8%,18.0%,26,37,0.7,12.3%,17.5%,9.4%,2.4%,1.4,22.8%,16.8%
2015 Wimbledon R64,L vs Raonic,22,18,1.2,9.4%,7.7%,18,17,1.1,9.3%,8.8%,4.6%,4.1%,1.9,26.1%,13.7%
2015 Wimbledon R128,W vs Lajovic,42,17,2.5,20.9%,8.5%,37,14,2.6,19.9%,7.5%,11.3%,8.6%,2.0,19.4%,10.0%
2015 Stuttgart R16,L vs Tomic,19,23,0.8,15.3%,18.5%,16,18,0.9,14.4%,16.2%,6.3%,6.3%,1.8,18.5%,10.5%
2014 Roland Garros R128,L vs Zopp,8,5,1.6,20.5%,12.8%,4,5,0.8,12.1%,15.2%,6.1%,6.1%,1.0,10.3%,10.3%
2014 Rome Masters R16,W vs Wawrinka,30,14,2.1,17.6%,8.2%,23,14,1.6,15.2%,9.3%,6.0%,9.3%,0.9,20.0%,21.2%
2014 Munich SF,L vs Klizan,7,29,0.2,6.5%,27.1%,6,28,0.2,6.2%,28.9%,4.1%,1.0%,1.0,21.5%,20.6%
2014 Indian Wells Masters R16,L vs Federer,17,29,0.6,13.0%,22.1%,15,26,0.6,12.7%,22.0%,5.9%,5.9%,1.3,19.8%,15.3%
2014 Zagreb F,L vs Cilic,16,25,0.6,13.8%,21.6%,14,25,0.6,14.0%,25.0%,9.0%,5.0%,1.3,24.1%,19.0%
2014 Australian Open R128,L vs Garcia Lopez,18,35,0.5,15.0%,29.2%,14,28,0.5,14.1%,28.3%,,,2.1,15.8%,7.5%
2014 Auckland R16,L vs Sock,11,20,0.6,10.0%,18.2%,8,19,0.4,8.5%,20.2%,5.3%,3.2%,0.9,20.9%,24.5%
2013 US Open R32,L vs Youzhny,31,58,0.5,15.2%,28.4%,26,57,0.5,14.2%,31.1%,,,1.3,14.7%,11.8%
2013 US Open R64,W vs Lu,53,40,1.3,24.2%,18.3%,38,31,1.2,20.4%,16.7%,,,0.7,10.5%,15.5%
2013 US Open R128,W vs Mathieu,38,13,2.9,25.0%,8.6%,24,8,3.0,20.3%,6.8%,,,0.9,15.8%,17.1%
2013 Wimbledon R16,L vs Djokovic,25,26,1.0,12.8%,13.3%,21,24,0.9,12.1%,13.8%,,,2.5,20.4%,8.2%
2013 Wimbledon R32,W vs Lopez,43,22,2.0,18.2%,9.3%,25,20,1.3,12.6%,10.1%,,,1.7,17.8%,10.6%
Career (79 matches),,2372,2601,0.9,16.3%,17.8%,1781,2289,0.8,14.0%,18.0%,5.5%,3.8%,1.2,17.9%,15.2%
