Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,6,4,2,66.7%,8-4,66.7%,61-40,60.4%,0-0,-,0,,,,,,,,,,,,SF (W15 Brasov)
2021,26,17,9,65.4%,35-20,63.6%,273-211,56.4%,3-2,60.0%,0,,,,,,,,,,,,W (W15 Sozopol)
2020,10,5,5,50.0%,10-9,52.6%,93-82,53.1%,2-0,100.0%,0,,,,,,,,,,,,QF (2x)
2019,58,35,23,60.3%,76-58,56.7%,653-559,53.9%,6-4,60.0%,0,,,,,,,,,,,,W (W15 Cairo)
2018,64,43,21,67.2%,93-45,67.4%,699-511,57.8%,3-4,42.9%,0,,,,,,,,,,,,W (4x)
2017,72,48,24,66.7%,103-56,64.8%,820-605,57.5%,6-4,60.0%,0,,,,,,,,,,,,F (4x)
2016,41,27,14,65.9%,58-28,67.4%,428-324,56.9%,4-0,100.0%,0,,,,,,,,,,,,F (Antalya $10K)
2015,31,14,17,45.2%,29-36,44.6%,301-332,47.6%,7-5,58.3%,0,,,,,,,,,,,,F (Lenzerheide $25K)
2014,45,29,16,64.4%,65-35,65.0%,512-393,56.6%,4-4,50.0%,1,-,-,2.8%,5.6%,48.6%,60.0%,40.5%,50.0%,37.1%,44.0%,0.74,W (2x)
2013,42,24,18,57.1%,49-41,54.4%,432-406,51.6%,3-3,50.0%,0,,,,,,,,,,,,F (3x)
2012,13,5,8,38.5%,14-17,45.2%,134-142,48.6%,0-2,0.0%,0,,,,,,,,,,,,QF (Lenzerheide 25K)
2011,25,17,8,68.0%,35-23,60.3%,307-268,53.4%,4-4,50.0%,0,,,,,,,,,,,,W (Maribor 25K)
2010,13,10,3,76.9%,20-8,71.4%,148-102,59.2%,1-0,100.0%,0,,,,,,,,,,,,W (Cakovec 10K)
2009,3,1,2,33.3%,2-4,33.3%,22-32,40.7%,0-0,-,0,,,,,,,,,,,,R16 (Velenje 10K)
2008,3,1,2,33.3%,2-4,33.3%,23-30,43.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Maribor 50K)
Career,452,280,172,61.9%,599-388,60.7%,4906-4037,54.9%,43-33,56.6%,1,-,-,2.8%,5.6%,48.6%,60.0%,40.5%,50.0%,37.1%,44.0%,0.74,
