Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,175,106,69,60.6%,229-155,59.6%,1872-1507,55.4%,12-13,48.0%,1,-,-,2.8%,5.6%,48.6%,60.0%,40.5%,50.0%,37.1%,44.0%,0.74
Clay,264,166,98,62.9%,351-220,61.5%,2873-2402,54.5%,31-19,62.0%,0,,,,,,,,,,,
Grass,4,3,1,75.0%,7-3,70.0%,58-40,59.2%,0-1,0.0%,0,,,,,,,,,,,
Carpet,9,5,4,55.6%,12-10,54.5%,103-88,53.9%,0-0,-,0,,,,,,,,,,,
Finals,23,10,13,43.5%,25-29,46.3%,250-259,49.1%,1-2,33.3%,0,,,,,,,,,,,
Semi-finals,50,23,27,46.0%,55-56,49.5%,517-532,49.3%,7-3,70.0%,0,,,,,,,,,,,
Quarter-finals,77,50,27,64.9%,104-70,59.8%,868-743,53.9%,9-3,75.0%,0,,,,,,,,,,,
vs Righties,293,162,131,55.3%,355-294,54.7%,3118-2835,52.4%,24-26,48.0%,1,-,-,2.8%,5.6%,48.6%,60.0%,40.5%,50.0%,37.1%,44.0%,0.74
vs Lefties,35,23,12,65.7%,48-29,62.3%,399-327,55.0%,8-4,66.7%,0,,,,,,,,,,,
