Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Bangkok CH R32,L vs De Bakker,24.5%,35.1%,53.8%,31.9%,32.2%,45.8%,60.0%,44.1%,24.1%,33.3%,50.0%,13.8%,20.7%,44.0%,8
2017 Bangkok CH F,L vs Tipsarevic,11.7%,21.7%,40.4%,19.8%,11.1%,25.0%,46.9%,24.7%,50.0%,50.0%,80.0%,13.0%,17.4%,30.0%,-16
Career (2 matches),,19.5%,29.9%,47.9%,27.2%,24.2%,37.9%,54.2%,36.7%,33.3%,40.0%,66.7%,13.5%,19.2%,37.8%,12
