Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Granby CH QF,L vs Uchiyama,53% (9/17),9% (1/11),1/1,0/0,33% (3/9),0/4,0/1,80% (4/5),60% (3/5)
2019 Winnipeg CH QF,L vs Gombos,75% (6/8),0% (0/4),0/0,0/0,25% (1/4),1/3,1/2,- (0/0),- (0/0)
2019 Busan CH R64,L vs Chung,61% (11/18),50% (2/4),1/1,0/0,70% (7/10),0/2,0/1,- (0/0),- (0/0)
2019 Seoul CH QF,L vs Milojevic,57% (8/14),20% (1/5),0/0,0/0,75% (9/12),2/4,2/3,- (0/0),- (0/0)
2019 Seoul CH R16,W vs Ramanathan,76% (16/21),33% (2/6),2/2,1/1,67% (2/3),2/3,1/1,77% (10/13),23% (3/13)
2019 Seoul CH R32,W vs Baghdatis,57% (8/14),57% (4/7),2/5,1/4,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Seoul CH R64,W vs Echargui,64% (7/11),50% (5/10),2/4,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Anning CH R32,L vs Milojevic,55% (6/11),100% (1/1),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2019 Anning CH R64,W vs Wu,63% (10/16),50% (2/4),2/4,1/2,100% (2/2),0/0,0/0,100% (6/6),17% (1/6)
2019 Zhangjiagang CH R64,L vs Hernandez,71% (10/14),50% (3/6),1/3,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2019 Shenzhen CH R16,L vs Lee,55% (6/11),0% (0/2),0/0,0/0,67% (6/9),1/3,1/2,- (0/0),- (0/0)
2019 Shenzhen CH R64,W vs Zhang,80% (8/10),57% (4/7),2/4,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Zhuhai CH R32,L vs Zhang,64% (7/11),0% (0/5),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2019 Zhuhai CH R64,W vs Bai,64% (9/14),71% (5/7),2/2,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2019 Bangkok CH QF,L vs Sela,40% (4/10),0% (0/1),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2019 Bangkok CH R16,W vs Polmans,77% (10/13),13% (2/15),2/6,1/4,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Bangkok CH R32,W vs Kamke,80% (8/10),80% (4/5),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Bangkok CH R64,W vs Trongcharoenchaikul,72% (13/18),30% (3/10),2/4,1/1,0% (0/1),0/1,0/0,- (0/0),- (0/0)
2019 Bangkok CH R32,L vs De Bakker,71% (12/17),40% (2/5),1/1,0/0,40% (2/5),2/4,1/2,- (0/0),- (0/0)
2019 Bangkok CH R64,W vs Myneni,61% (11/18),33% (1/3),2/3,1/1,100% (2/2),4/4,0/0,75% (6/8),38% (3/8)
2019 (30 matches),,65.5%,34.5%,56.3%,51.7%,56.1%,37.3%,42.3%,72.7%,34.8%
2018 (14 matches),,69.0%,39.4%,47.6%,66.7%,52.3%,45.7%,33.3%,55.6%,41.2%
2017 (10 matches),,64.4%,35.7%,53.3%,66.7%,46.4%,56.3%,60.0%,62.5%,43.8%
2016 (10 matches),,57.3%,27.3%,20.0%,-,45.9%,41.2%,54.5%,42.9%,21.4%
2015 (2 matches),,48.4%,44.4%,0.0%,-,66.7%,50.0%,33.3%,25.0%,0.0%
Career (71 matches),,64.1%,35.7%,49.6%,51.2%,52.4%,43.9%,45.1%,63.5%,32.3%
