Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),1081,12,,,,,,,,,,,,
2025,1095,12,,,,,,,,,,,,
2024,1954,1,,,,,,,,,712,61,,
2023,521,75,,,,,,,,,,,,
2022,675,37,,,,,,,,,,,,
2021,410,99,,,,,,,,,,,,
2020,234,248,209,1501,192,1470,,,,,188,400,,
2019,193,261,270,1464,257,1435,361,1314,233,1385,156,466,,
2018,277,140,308,1393,298,1359,340,1257,,,154,472,,
2017,270,189,292,1417,276,1391,,,,,289,200,,
2016,285,175,327,1351,314,1323,335,1256,242,1337,241,296,,
2015,249,208,383,1269,365,1245,358,1234,,,165,453,,
2014,374,114,,,,,,,,,311,205,,
2013,831,19,,,,,,,,,655,72,,
2012,385,105,,,,,,,,,359,174,,
2011,374,108,,,,,,,,,181,370,,
2010,449,76,,,,,,,,,146,513,,
2009,753,20,,,,,,,,,396,134,,
2008,552,45,,,,,,,,,548,80,,
2007,894,12,,,,,,,,,600,62,,
2006,968,9,,,,,,,,,453,96,,
2005,1187,4,,,,,,,,,666,47,,
2003,1432,1,,,,,,,,,,,,
