Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Cincinnati R16,L vs Alcaraz,0.0%,-,9.8%,45.5%,13.1%,19.0%,0.0%,8.2%,25.0%,2.1%,0.0%,-17,-23
2025 Wimbledon R128,L vs Sinner,1.2%,100.0%,10.5%,81.3%,14.1%,35.7%,0.0%,4.8%,0.0%,4.0%,14.3%,104,39
2025 Doha R16,L vs Alcaraz,2.4%,100.0%,15.8%,52.0%,9.5%,20.0%,0.0%,3.0%,9.1%,1.8%,80.0%,-41,-18
2024 Helsinki CH F,L vs Nishikori,0.0%,-,4.6%,62.5%,10.6%,9.5%,0.0%,6.1%,33.3%,0.3%,100.0%,-36,-47
2024 Indian Wells R32,W vs Djokovic,0.0%,-,13.5%,76.0%,13.2%,15.4%,25.0%,7.7%,37.5%,1.7%,33.3%,-38,-11
2023 Monte Carlo R32,L vs Musetti,10.5%,0.0%,15.5%,27.3%,3.8%,9.1%,0.0%,3.8%,40.0%,3.5%,20.0%,38,26
2023 Monte Carlo R64,W vs Vacherot,2.8%,50.0%,6.4%,80.0%,15.4%,13.9%,16.7%,9.5%,66.7%,1.2%,100.0%,-14,-34
2022 Astana R16,L vs Tsitsipas,1.4%,100.0%,11.5%,88.2%,20.3%,16.7%,0.0%,8.3%,33.3%,3.6%,62.5%,27,3
2022 Lugano CH F,W vs Riedi,0.0%,-,7.8%,83.3%,16.9%,30.8%,0.0%,13.1%,50.0%,1.7%,50.0%,-41,9
Career (9 matches),,1.5%,50.0%,10.3%,67.4%,13.2%,18.7%,8.8%,7.1%,32.4%,2.0%,45.2%,-10,-10
