Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,3,1,2,33.3%,2023,2026,R128,5,0.86,4.4%,6.5%,60.6%,64.0%,49.7%,58.4%,35.6%,54.5%,31.3%
Roland Garros,4,Clay,6,2,4,33.3%,3,2,1,66.7%,2022,2025,R128,6,0.92,3.4%,5.9%,58.6%,65.0%,46.8%,57.5%,39.0%,51.8%,33.3%
Wimbledon,3,Grass,4,1,3,25.0%,0,0,0,-,2023,2025,R128,4,0.64,5.1%,4.1%,57.6%,67.0%,40.3%,55.7%,28.2%,61.9%,26.3%
US Open,4,Hard,4,0,4,0.0%,3,0,3,0.0%,2022,2025,R128,4,0.81,4.6%,7.8%,56.3%,70.0%,44.2%,58.7%,33.2%,48.6%,32.0%
Indian Wells Masters,3,Hard,7,3,4,42.9%,2,0,2,0.0%,2024,2026,R16,7,0.98,5.6%,3.9%,60.0%,68.8%,51.1%,61.7%,37.4%,61.1%,39.6%
Dubai,2,Hard,8,4,4,50.0%,6,3,3,50.0%,2025,2026,QF,8,0.99,5.6%,3.8%,57.4%,69.3%,53.6%,62.6%,37.0%,69.9%,46.0%
Montpellier,3,Hard,7,4,3,57.1%,1,0,1,0.0%,2023,2026,QF,7,1.11,6.3%,2.4%,64.9%,73.0%,58.9%,68.0%,35.5%,61.5%,35.6%
Shanghai Masters,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2024,2025,R64,3,0.78,4.2%,4.7%,57.3%,70.5%,47.3%,60.6%,30.9%,50.0%,28.6%
Tokyo,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2024,2025,Q2,3,0.84,3.1%,3.6%,62.4%,64.5%,41.1%,55.7%,37.0%,50.0%,38.1%
Rome Masters,4,Clay,6,2,4,33.3%,0,0,0,-,2022,2025,R64,6,0.93,3.2%,3.9%,57.0%,69.8%,49.2%,60.9%,36.2%,61.5%,28.9%
