Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Cincinnati R16,L vs Alcaraz,50.0%,39.1%,8.7%,3/1,-,4.3%,45.2%,42.9%,12.9%,-,6.5%,75.0%,33.3%,0.0%,-,0.0%
2025 Wimbledon R128,L vs Sinner,43.1%,35.7%,4.6%,1/2,2.22,12.1%,36.8%,28.6%,2.6%,2.13,20.5%,56.0%,42.9%,8.0%,2.35,0.0%
2025 Doha R16,L vs Alcaraz,68.5%,44.0%,0.0%,0/0,2.13,3.4%,64.0%,46.9%,0.0%,2.07,5.3%,78.3%,38.9%,0.0%,2.25,0.0%
2024 Helsinki CH F,L vs Nishikori,72.6%,44.3%,6.0%,2/3,2.28,12.9%,64.6%,45.2%,4.2%,2.03,24.3%,90.9%,43.3%,9.1%,2.56,0.0%
2024 Indian Wells R32,W vs Djokovic,66.3%,54.0%,3.2%,1/2,2.15,8.5%,57.9%,39.4%,3.5%,2.00,11.6%,81.1%,70.0%,2.7%,2.56,0.0%
2023 Monte Carlo R32,L vs Musetti,81.8%,29.6%,3.0%,1/0,2.26,9.7%,81.0%,17.6%,4.8%,2.31,13.6%,83.3%,50.0%,0.0%,2.17,0.0%
2023 Monte Carlo R64,W vs Vacherot,72.9%,58.1%,5.9%,2/3,2.11,1.8%,73.0%,54.3%,4.8%,2.18,2.9%,76.2%,68.8%,9.5%,2.02,0.0%
2022 Astana R16,L vs Tsitsipas,54.8%,32.5%,2.7%,1/1,2.03,14.8%,47.9%,34.8%,0.0%,1.91,24.2%,73.9%,29.4%,8.7%,2.17,3.6%
2022 Lugano CH F,W vs Riedi,75.7%,46.4%,2.7%,1/1,2.19,4.4%,70.0%,37.1%,2.0%,2.07,6.9%,91.3%,61.9%,4.3%,2.41,0.0%
Career (9 matches),,65.3%,45.1%,4.0%,48.0%,2.17,8.3%,60.3%,41.2%,3.4%,2.07,13.1%,78.9%,50.9%,5.3%,2.32,0.5%
