Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Cincinnati Masters R16,L vs Alcaraz,14,22,0.6,12.5%,19.6%,14,14,1.0,14.1%,14.1%,7.1%,2.0%,1.2,19.6%,16.1%
2025 Wimbledon R128,L vs Sinner,19,38,0.5,12.4%,24.8%,16,33,0.5,11.9%,24.6%,9.7%,2.2%,1.0,17.0%,16.3%
2025 Doha R16,L vs Alcaraz,18,35,0.5,11.4%,22.2%,16,29,0.6,10.9%,19.7%,6.8%,2.0%,1.1,17.1%,15.2%
2024 Helsinki CH F,L vs Nishikori,18,36,0.5,10.3%,20.6%,16,35,0.5,9.6%,21.0%,6.0%,3.0%,0.5,11.4%,21.1%
2024 US Open R128,L vs Bautista Agut,42,45,0.9,16.2%,17.3%,37,34,1.1,16.7%,15.3%,11.3%,4.1%,0.9,15.0%,16.5%
2024 Wimbledon R128,L vs Etcheverry,22,29,0.8,16.2%,21.3%,14,26,0.5,11.6%,21.5%,8.3%,2.5%,1.1,15.4%,14.0%
2024 Indian Wells Masters R32,W vs Djokovic,36,33,1.1,19.5%,17.8%,30,26,1.2,18.0%,15.6%,11.4%,6.6%,0.7,9.7%,13.5%
2023 Monte Carlo Masters R32,L vs Musetti,3,30,0.1,4.2%,42.3%,3,29,0.1,4.3%,42.0%,2.9%,1.4%,1.6,15.5%,9.9%
2023 Monte Carlo Masters R64,W vs Vacherot,24,22,1.1,15.3%,14.0%,23,21,1.1,15.3%,14.0%,11.3%,2.7%,0.6,14.0%,22.9%
2022 Astana R16,L vs Tsitsipas,36,26,1.4,24.3%,17.6%,32,24,1.3,24.6%,18.5%,12.3%,12.3%,1.5,18.9%,12.8%
2022 Lugano CH F,W vs Riedi,22,20,1.1,14.3%,13.0%,13,18,0.7,9.4%,13.0%,5.8%,3.6%,0.9,17.5%,19.5%
Career (11 matches),,254,336,0.8,14.9%,19.7%,214,289,0.7,13.9%,18.7%,8.9%,4.0%,0.9,15.3%,16.6%
