Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),139,444,151,1635,143,1597,138,1589,193,1453,,,,
2025,107,599,141,1641,121,1609,140,1593,188,1457,,,,
2024,92,637,138,1646,127,1610,133,1592,186,1470,,,,
2023,118,549,139,1628,121,1597,176,1518,147,1499,,,,
2022,135,408,147,1628,126,1599,192,1513,,,,,,
2021,364,121,292,1430,264,1407,306,1348,,,,,,
2020,787,22,,,,,,,,,1637,6,,
2019,1438,2,,,,,,,,,1538,6,,
