Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Cincinnati R16,L vs Alcaraz,3.5,3.7,3.2,40.0%,33.3%,70.0%,50.0%,52.1%,10.1%,2.5,3.7,4.0,6.5
2025 Wimbledon R128,L vs Sinner,3.1,3.4,2.6,35.2%,42.4%,41.7%,33.3%,50.6%,26.7%,-4.5,-5.8,-7.0,-11.5
2025 Doha R16,L vs Alcaraz,4.5,4.9,4.0,48.8%,47.1%,34.6%,37.5%,46.8%,8.7%,1.5,1.2,-10.0,-7.5
2024 Helsinki CH F,L vs Nishikori,4.4,4.1,4.8,50.6%,37.3%,42.1%,38.9%,40.7%,17.8%,2.0,1.8,-2.0,-1.3
2024 Indian Wells R32,W vs Djokovic,4.7,4.3,5.1,40.4%,57.1%,56.0%,71.4%,46.2%,17.6%,13.0,8.7,4.5,2.8
2023 Monte Carlo R32,L vs Musetti,4.8,4.7,4.8,28.6%,18.8%,30.8%,28.6%,41.3%,9.5%,-11.5,-20.2,-7.5,-10.0
2023 Monte Carlo R64,W vs Vacherot,4.0,3.9,4.0,47.3%,58.5%,71.4%,54.5%,58.7%,2.9%,18.0,13.1,2.0,2.0
2022 Astana R16,L vs Tsitsipas,3.9,4.9,3.0,40.9%,41.9%,66.7%,50.0%,44.3%,9.8%,7.0,8.3,-7.0,-6.5
2022 Lugano CH F,W vs Riedi,3.7,3.0,4.6,60.5%,52.2%,50.0%,37.5%,50.9%,21.2%,9.5,10.0,7.0,8.1
Career (9 matches),,4.1,4.1,4.1,44.4%,45.1%,50.6%,49.5%,47.7%,14.2%,4.2,4.1,-1.8,-1.7
