Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,1-2,33.3%,14-16,46.7%,0-0,-,1,73.3%,20.0%,0.0%,8.5%,53.7%,75.0%,55.3%,65.9%,35.7%,50.6%,1.05,R32 (Phoenix)
2018,10,7,3,70.0%,15-6,71.4%,111-97,53.4%,5-0,100.0%,9,88.3%,15.0%,11.2%,2.6%,68.6%,74.4%,57.8%,69.2%,32.8%,51.2%,1.06,W (Surbiton)
2017,15,9,6,60.0%,21-15,58.3%,201-152,56.9%,1-7,12.5%,15,86.9%,28.2%,13.2%,3.1%,62.5%,76.4%,55.2%,68.4%,39.6%,53.7%,1.26,F (Aix En Provence)
2016,9,6,3,66.7%,13-6,68.4%,103-77,57.2%,0-1,0.0%,8,85.7%,28.4%,13.5%,5.5%,59.0%,81.1%,46.0%,66.7%,40.6%,53.3%,1.22,SF (Brest)
2015,2,1,1,50.0%,3-2,60.0%,24-21,53.3%,0-0,-,2,87.0%,18.2%,6.9%,3.8%,57.3%,80.0%,53.6%,68.7%,37.9%,52.8%,1.21,R16 (Irving)
2012,12,10,2,83.3%,21-9,70.0%,161-142,53.1%,6-0,100.0%,12,82.9%,22.5%,12.5%,6.3%,57.3%,76.8%,50.9%,65.7%,38.6%,51.8%,1.13,W (Noumea)
2011,17,12,5,70.6%,27-15,64.3%,233-190,55.1%,6-4,60.0%,17,87.1%,21.7%,10.2%,4.1%,59.4%,75.8%,53.0%,66.5%,37.2%,52.3%,1.11,W (Madrid)
2010,2,1,1,50.0%,2-2,50.0%,23-23,50.0%,1-1,50.0%,2,81.8%,18.2%,7.1%,8.4%,52.6%,76.5%,53.4%,65.6%,36.4%,51.0%,1.06,R16 (Sunrise)
2009,3,2,1,66.7%,5-3,62.5%,42-38,52.5%,1-0,100.0%,0,,,,,,,,,,,,QF (Orleans)
2008,31,19,12,61.3%,44-30,59.5%,381-333,53.4%,3-7,30.0%,0,,,,,,,,,,,,W (Graz)
2007,49,26,23,53.1%,61-56,52.1%,565-560,50.2%,7-7,50.0%,0,,,,,,,,,,,,W (2x)
2006,24,10,14,41.7%,27-34,44.3%,264-312,45.8%,6-1,85.7%,0,,,,,,,,,,,,SF (2x)
2005,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,177,103,74,58.2%,240-184,56.6%,2135-1986,51.8%,36-28,56.3%,66,85.9%,23.0%,11.4%,4.5%,60.5%,76.6%,52.8%,67.2%,37.8%,52.4%,1.15,
