Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-07-01),1077,10,,,,,,,,,,,,
2023,519,75,,,,,,,,,,,,
2021,107,718,49,1807,39,1779,49,1738,48,1675,,,,
2020,75,860,,,,,,,,,32,2905,,
2019,51,990,28,1855,35,1798,26,1793,25,1734,30,3190,25,1793
2018,40,1050,44,1800,46,1739,45,1747,26,1742,135,565,63,1682
2017,78,665,64,1763,72,1699,48,1754,66,1645,93,990,29,1769
2016,69,725,78,1740,83,1675,53,1742,63,1632,105,765,40,1742
2015,31,1255,35,1839,34,1781,37,1791,49,1691,46,1555,38,1747
2014,29,1240,41,1833,37,1772,35,1796,35,1716,66,1055,57,1681
2013,34,1175,56,1786,60,1732,51,1743,62,1644,92,810,62,1665
2012,32,1131,44,1809,47,1754,43,1771,83,1613,87,940,51,1690
2011,103,560,69,1742,63,1696,56,1725,88,1585,137,583,99,1595
2010,45,960,39,1848,36,1798,36,1802,50,1663,76,1070,63,1649
2009,32,1102,51,1795,59,1712,35,1798,66,1627,136,510,95,1573
2008,75,553,88,1713,97,1641,82,1686,85,1574,438,110,,
2007,192,219,156,1593,159,1522,142,1568,,,230,255,,
2006,261,153,253,1468,296,1356,223,1456,182,1433,487,87,,
2005,564,37,,,,,,,,,960,19,,
2004,1197,3,,,,,,,,,1760,1,,
