Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,2,1,1,50.0%,3-4,42.9%,29-34,46.0%,0-0,-,2,64.5%,25.0%,5.4%,7.9%,66.1%,63.9%,44.4%,57.3%,37.8%,48.6%,0.89
Clay,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,2,47.1%,11.8%,0.9%,10.9%,58.2%,59.4%,34.8%,49.1%,29.8%,40.2%,0.59
Grass,1,0,1,0.0%,0-3,0.0%,7-19,26.9%,0-0,-,1,46.2%,7.7%,1.1%,10.6%,64.9%,57.4%,30.3%,47.9%,24.7%,37.7%,0.47
Grand Slams,3,1,2,33.3%,3-7,30.0%,36-53,40.4%,0-0,-,3,59.1%,20.0%,4.2%,8.7%,65.8%,62.1%,40.4%,54.7%,34.2%,45.6%,0.75
Masters,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,2,47.1%,11.8%,0.9%,10.9%,58.2%,59.4%,34.8%,49.1%,29.8%,40.2%,0.59
Best of 5,3,1,2,33.3%,3-7,30.0%,36-53,40.4%,0-0,-,3,59.1%,20.0%,4.2%,8.7%,65.8%,62.1%,40.4%,54.7%,34.2%,45.6%,0.75
Best of 3,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,2,47.1%,11.8%,0.9%,10.9%,58.2%,59.4%,34.8%,49.1%,29.8%,40.2%,0.59
vs Righties,4,1,3,25.0%,3-9,25.0%,39-65,37.5%,0-0,-,4,56.9%,17.0%,3.9%,9.3%,64.2%,62.1%,38.4%,53.6%,33.1%,44.5%,0.71
vs Lefties,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,50.0%,22.2%,0.0%,8.8%,61.4%,57.1%,40.9%,50.9%,32.7%,42.5%,0.66
vs Top 10,1,0,1,0.0%,0-3,0.0%,7-19,26.9%,0-0,-,1,46.2%,7.7%,1.1%,10.6%,64.9%,57.4%,30.3%,47.9%,24.7%,37.7%,0.47
