Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Wimbledon R128,L vs Alcaraz,22.3%,31.9%,38.1%,28.7%,29.5%,39.3%,39.5%,39.3%,51.6%,40.0%,50.0%,13.0%,26.1%,35.0%,-18
2021 Olympics QF,L vs Zverev,25.8%,33.9%,39.5%,31.3%,36.6%,41.5%,42.3%,44.9%,47.6%,35.0%,42.9%,5.6%,22.2%,35.3%,-66
2020 US Open R128,L vs Rublev,37.3%,44.4%,36.8%,41.4%,48.8%,58.5%,42.9%,55.1%,42.2%,35.1%,61.5%,21.2%,24.2%,26.9%,57
2019 Shanghai R32,L vs Zverev,28.6%,42.9%,56.1%,36.7%,34.4%,50.8%,57.5%,45.6%,23.8%,35.0%,-,15.0%,25.0%,52.9%,25
2019 Indian Wells R128,L vs Giron,27.9%,42.3%,52.3%,34.3%,42.4%,61.0%,55.9%,53.7%,42.9%,48.4%,66.7%,11.4%,22.9%,48.4%,-20
2019 Australian Open R128,W vs Humbert,39.0%,48.7%,51.9%,46.2%,47.6%,60.3%,57.6%,58.3%,54.0%,43.4%,66.7%,24.5%,28.3%,42.5%,116
2019 Brisbane SF,L vs Nishikori,32.6%,47.8%,21.4%,36.1%,48.1%,55.6%,14.3%,54.1%,46.2%,64.3%,0.0%,12.5%,43.8%,28.6%,-2
2019 Brisbane QF,W vs Uchiyama,39.4%,52.1%,51.0%,43.9%,53.4%,62.1%,48.1%,60.9%,63.0%,29.0%,25.0%,21.4%,46.4%,54.5%,65
2019 Brisbane R16,W vs Kyrgios,44.0%,59.5%,71.4%,50.8%,53.4%,69.0%,70.4%,63.3%,46.4%,53.3%,50.0%,28.6%,47.6%,73.3%,136
2018 Davis Cup World Group F RR,L vs Coric,36.9%,42.7%,38.3%,38.9%,42.2%,46.9%,43.2%,45.5%,41.4%,54.3%,42.9%,32.4%,41.2%,30.4%,115
2018 Indian Wells R16,L vs Federer,32.1%,48.7%,44.9%,38.5%,42.3%,61.5%,50.0%,51.9%,23.1%,65.4%,100.0%,13.6%,27.3%,36.8%,9
2016 Indian Wells R64,L vs Kuznetsov,30.4%,44.6%,44.8%,33.0%,48.0%,60.0%,38.5%,54.0%,53.3%,60.0%,-,23.8%,47.6%,50.0%,59
2016 Delray Beach QF,L vs Del Potro,26.4%,37.7%,37.1%,31.3%,39.4%,51.5%,35.0%,47.3%,31.3%,47.1%,50.0%,6.3%,18.8%,40.0%,-63
2016 Rotterdam R16,L vs Mahut,43.4%,50.9%,44.4%,49.6%,51.4%,60.0%,58.8%,60.9%,41.2%,61.1%,-,33.3%,40.0%,20.0%,173
2016 Doha QF,L vs Marchenko,41.9%,48.4%,34.4%,48.1%,53.3%,62.2%,38.1%,61.8%,47.6%,54.2%,66.7%,15.4%,15.4%,27.3%,11
2015 Paris R64,W vs Pouille,38.9%,51.4%,53.5%,43.9%,45.5%,59.1%,50.0%,53.6%,57.1%,47.8%,66.7%,29.6%,40.7%,57.9%,-25
2015 Stockholm QF,L vs Gasquet,22.2%,37.0%,53.4%,30.2%,30.4%,45.7%,53.1%,44.6%,36.4%,41.7%,66.7%,13.3%,30.0%,53.8%,8
2015 Stockholm R16,W vs Delbonis,47.5%,54.1%,60.7%,52.0%,62.5%,70.0%,60.0%,69.3%,58.8%,47.8%,100.0%,23.5%,29.4%,61.5%,91
2015 Canada SF,L vs Djokovic,31.3%,44.8%,51.2%,37.8%,43.2%,54.5%,56.0%,53.0%,45.0%,54.2%,75.0%,10.0%,30.0%,44.4%,-22
2015 Roland Garros R64,W vs Isner,32.7%,53.3%,57.1%,43.7%,37.5%,62.5%,66.0%,52.3%,16.7%,36.4%,0.0%,20.0%,28.0%,35.0%,33
Last 52 Weeks (1 matches),,22.3%,31.9%,38.1%,28.7%,29.5%,39.3%,39.5%,39.3%,51.6%,40.0%,50.0%,13.0%,26.1%,35.0%,-18
Career (29 matches),,32.0%,43.9%,47.9%,38.2%,41.5%,55.0%,52.0%,51.4%,42.9%,44.9%,53.6%,19.1%,30.6%,41.8%,57
