Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,335,164,171,49.0%,391-439,47.1%,4159-4249,49.5%,91-99,47.9%,329,81.7%,17.4%,10.9%,5.4%,60.3%,75.0%,49.4%,64.9%,34.5%,49.7%,0.98
Clay,209,107,102,51.2%,269-259,50.9%,2553-2588,49.7%,41-34,54.7%,206,75.9%,23.3%,7.4%,5.1%,59.3%,70.6%,48.6%,61.7%,37.8%,49.8%,0.99
Grass,63,29,34,46.0%,86-100,46.2%,961-970,49.8%,20-32,38.5%,63,86.4%,14.1%,13.0%,4.8%,62.5%,77.6%,51.6%,67.9%,32.4%,49.9%,1.01
Grand Slams,110,54,56,49.1%,186-210,47.0%,1938-1973,49.6%,26-43,37.7%,110,80.2%,19.6%,10.1%,5.3%,61.4%,74.2%,48.4%,64.2%,35.1%,49.7%,0.98
Masters,158,71,87,44.9%,161-201,44.5%,1749-1876,48.2%,42-34,55.3%,158,79.6%,17.1%,9.5%,5.6%,58.5%,74.0%,48.8%,63.5%,35.0%,49.3%,0.96
Other Tours,332,170,162,51.2%,385-380,50.3%,3878-3862,50.1%,82-88,48.2%,326,81.0%,19.4%,10.2%,5.1%,60.5%,73.8%,50.2%,64.5%,35.6%,50.0%,1.00
Best of 5,114,57,57,50.0%,196-214,47.8%,2011-2037,49.7%,28-43,39.4%,112,80.0%,19.7%,10.1%,5.2%,61.3%,74.0%,48.3%,64.1%,35.3%,49.7%,0.98
Best of 3,493,243,250,49.3%,550-584,48.5%,5662-5770,49.5%,124-122,50.4%,486,80.5%,18.6%,9.9%,5.3%,59.9%,73.8%,49.7%,64.2%,35.4%,49.8%,0.99
Finals,3,1,2,33.3%,2-5,28.6%,32-39,45.1%,0-2,0.0%,3,79.4%,14.3%,11.5%,4.0%,63.0%,74.1%,44.0%,63.0%,35.6%,49.1%,0.96
Semi-finals,16,3,13,18.8%,10-27,27.0%,151-215,41.3%,4-3,57.1%,16,72.7%,10.4%,6.9%,4.2%,61.1%,69.3%,46.8%,60.6%,31.9%,46.0%,0.81
Quarter-finals,54,16,38,29.6%,41-82,33.3%,565-679,45.4%,13-16,44.8%,52,75.9%,15.6%,9.0%,4.9%,63.1%,71.6%,47.0%,62.5%,32.7%,48.0%,0.87
vs Righties,530,260,270,49.1%,649-706,47.9%,6689-6856,49.4%,128-147,46.5%,524,80.2%,18.9%,9.9%,5.2%,60.3%,73.8%,49.0%,64.0%,35.3%,49.6%,0.98
vs Lefties,75,38,37,50.7%,92-91,50.3%,948-937,50.3%,24-17,58.5%,72,81.8%,18.0%,10.3%,5.6%,60.1%,74.3%,51.9%,65.3%,35.6%,50.3%,1.03
vs Top 10,80,12,68,15.0%,43-166,20.6%,818-1211,40.3%,12-31,27.9%,78,69.2%,12.2%,7.8%,5.4%,60.5%,69.2%,42.9%,58.8%,30.1%,45.0%,0.73
