Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Kitzbuhel QF,L vs Ramos,46% (6/13),100% (1/1),0/0,0/0,57% (4/7),4/6,2/3,- (0/0),- (0/0)
2019 Kitzbuhel R16,W vs Lajovic,69% (9/13),56% (5/9),2/3,1/2,33% (2/6),0/1,0/0,- (0/0),- (0/0)
2019 Hamburg QF,L vs Basilashvili,100% (3/3),33% (2/6),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 Hamburg R16,W vs Gasquet,79% (11/14),40% (2/5),2/5,1/1,67% (2/3),0/0,0/0,83% (5/6),33% (2/6)
2019 Queen's Club R32,W vs Kukushkin,100% (7/7),63% (5/8),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Roland Garros R128,L vs Edmund,73% (22/30),43% (6/14),2/4,0/0,40% (4/10),0/3,0/1,0% (0/4),25% (1/4)
2019 Rome R32,L vs Nadal,17% (1/6),0% (0/1),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 Madrid R16,L vs Djokovic,78% (7/9),0% (0/4),0/1,0/0,50% (2/4),0/2,0/1,40% (2/5),0% (0/4)
2019 Madrid R32,W vs Schwartzman,80% (8/10),57% (4/7),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 Madrid R64,W vs Ramos,62% (13/21),57% (4/7),2/4,1/2,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2019 Estoril R16,L vs Davidovich Fokina,67% (2/3),100% (1/1),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2019 Estoril R32,W vs Carreno Busta,55% (12/22),71% (5/7),2/3,1/2,50% (2/4),1/2,0/0,- (0/0),- (0/0)
2019 Monte Carlo R64,L vs Kukushkin,78% (7/9),0% (0/3),0/0,0/0,63% (5/8),4/6,0/1,- (0/0),- (0/0)
2019 Houston R16,L vs Garin,57% (13/23),28% (5/18),1/6,0/5,71% (10/14),1/3,1/2,50% (7/14),31% (4/13)
2019 Miami R32,L vs Coric,53% (10/19),10% (1/10),1/2,0/0,50% (4/8),0/2,0/1,80% (4/5),75% (3/4)
2019 Miami R64,W vs Simon,78% (7/9),100% (5/5),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 Miami R128,W vs Jarry,64% (16/25),22% (2/9),2/5,1/3,100% (2/2),2/3,0/0,50% (5/10),30% (3/10)
2019 Phoenix CH R32,L vs Sonego,73% (11/15),50% (3/6),1/1,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 Indian Wells R128,L vs Giron,55% (11/20),33% (1/3),0/0,0/0,91% (10/11),0/2,0/1,22% (2/9),22% (2/9)
2019 Marseille R32,L vs Berrettini,61% (11/18),14% (1/7),0/8,0/0,80% (4/5),3/5,0/1,53% (9/17),19% (3/16)
2019 (31 matches),,68.2%,38.9%,46.9%,51.9%,59.7%,40.8%,41.4%,58.8%,26.8%
2018 (55 matches),,67.3%,35.2%,66.1%,60.8%,62.5%,48.5%,50.0%,65.6%,43.8%
2017 (54 matches),,69.4%,37.8%,49.6%,52.0%,63.3%,48.2%,44.0%,63.0%,31.8%
2016 (39 matches),,68.3%,40.4%,49.5%,48.6%,60.6%,42.5%,48.8%,54.9%,34.1%
2015 (26 matches),,70.2%,44.8%,63.8%,75.0%,59.3%,51.4%,65.6%,69.7%,36.1%
Career (337 matches),,67.6%,38.6%,54.8%,56.0%,62.8%,47.3%,50.6%,63.7%,35.4%
