Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Wimbledon R128,L vs Alcaraz,58.9%,37.2%,9.6%,4/3,2.44,3.2%,53.3%,29.2%,6.7%,2.45,4.7%,73.1%,47.4%,15.4%,2.42,0.0%
2021 Olympics QF,L vs Zverev,39.5%,33.3%,10.5%,2/2,2.40,4.7%,34.6%,44.4%,7.7%,2.25,7.7%,54.5%,16.7%,18.2%,2.62,0.0%
2020 US Open R128,L vs Rublev,58.9%,47.2%,13.3%,8/4,-,0.0%,43.8%,38.1%,16.7%,-,0.0%,82.1%,53.1%,10.3%,-,0.0%
2019 Shanghai R32,L vs Zverev,45.6%,47.2%,6.3%,5/0,2.37,9.4%,39.7%,43.5%,6.9%,2.35,13.9%,72.2%,53.8%,5.6%,2.41,0.0%
2019 Indian Wells R128,L vs Giron,58.5%,41.7%,0.0%,0/0,2.06,21.3%,48.9%,40.9%,0.0%,1.89,32.3%,78.8%,42.3%,0.0%,2.24,10.0%
2019 Australian Open R128,W vs Humbert,66.3%,40.3%,2.7%,2/3,2.10,25.5%,59.8%,32.9%,3.4%,1.99,36.4%,85.7%,50.0%,1.6%,2.25,7.5%
2019 Brisbane SF,L vs Nishikori,70.2%,30.3%,2.1%,0/1,1.98,12.5%,75.8%,28.0%,0.0%,2.00,16.7%,66.7%,37.5%,8.3%,1.95,8.3%
2019 Brisbane QF,W vs Uchiyama,53.3%,54.2%,2.2%,1/1,2.19,4.2%,48.1%,53.8%,0.0%,2.21,3.7%,73.3%,54.5%,6.7%,2.17,4.8%
2019 Brisbane R16,W vs Kyrgios,45.0%,44.4%,2.5%,2/0,-,14.3%,49.2%,37.9%,3.4%,-,18.5%,46.7%,71.4%,0.0%,-,6.7%
2018 Davis Cup World Group F RR,L vs Coric,65.4%,31.4%,3.8%,2/1,2.23,13.6%,62.7%,32.4%,3.4%,2.34,16.7%,73.7%,28.6%,5.3%,2.04,8.7%
2018 Indian Wells R16,L vs Federer,65.3%,15.6%,4.1%,0/2,2.00,49.0%,52.0%,0.0%,8.0%,1.95,56.7%,79.2%,26.3%,0.0%,2.08,36.8%
2016 Indian Wells R64,L vs Kuznetsov,63.2%,44.4%,7.0%,3/1,2.18,3.4%,59.3%,50.0%,7.4%,2.62,0.0%,74.1%,40.0%,7.4%,1.80,6.3%
2016 Delray Beach QF,L vs Del Potro,69.0%,50.0%,1.7%,1/0,1.90,8.6%,69.7%,39.1%,3.0%,2.00,15.0%,73.9%,64.7%,0.0%,1.77,0.0%
2016 Rotterdam R16,L vs Mahut,65.8%,50.0%,2.5%,1/1,2.63,70.4%,60.4%,37.9%,0.0%,2.38,82.4%,79.3%,65.2%,6.9%,3.05,50.0%
2016 Doha QF,L vs Marchenko,67.2%,48.9%,3.0%,2/0,2.38,6.5%,61.1%,45.5%,2.8%,2.31,10.0%,74.2%,52.2%,3.2%,2.50,0.0%
2015 Paris R64,W vs Pouille,71.1%,49.2%,0.0%,0/0,2.30,17.1%,68.1%,40.6%,0.0%,2.40,31.8%,87.1%,59.3%,0.0%,2.18,0.0%
2015 Stockholm QF,L vs Gasquet,75.7%,50.0%,6.8%,6/1,-,15.5%,79.7%,47.1%,3.1%,-,18.8%,77.1%,55.6%,14.3%,-,11.5%
2015 Stockholm R16,W vs Delbonis,70.1%,55.6%,2.6%,0/2,2.29,14.3%,63.6%,46.4%,2.3%,2.17,20.0%,83.9%,65.4%,3.2%,2.42,7.7%
2015 Canada SF,L vs Djokovic,56.9%,27.6%,2.0%,1/0,1.86,18.6%,54.1%,30.0%,2.7%,1.72,32.0%,75.0%,22.2%,0.0%,2.06,0.0%
2015 Roland Garros R64,W vs Isner,63.6%,60.0%,8.2%,4/5,-,2.9%,59.0%,58.7%,5.1%,-,4.0%,77.4%,62.5%,16.1%,-,0.0%
Last 52 Weeks (1 matches),,58.9%,37.2%,9.6%,57.1%,2.44,3.2%,53.3%,29.2%,6.7%,2.45,4.7%,73.1%,47.4%,15.4%,2.42,0.0%
Career (29 matches),,62.3%,45.5%,4.2%,60.9%,2.16,17.5%,59.0%,40.7%,3.5%,2.14,23.0%,75.3%,52.5%,5.9%,2.19,9.2%
