Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,10,6,4,60.0%,0,0,0,-,2023,2026,QF,10,1.06,8.1%,4.7%,59.1%,72.1%,48.2%,62.3%,40.1%,61.7%,50.0%
Roland Garros,4,Clay,9,5,4,55.6%,2,2,0,100.0%,2022,2025,R64,9,1.02,3.0%,4.3%,63.5%,63.7%,51.2%,59.1%,41.8%,61.5%,40.8%
Wimbledon,3,Grass,7,4,3,57.1%,4,3,1,75.0%,2023,2025,R16,7,1.06,6.8%,5.4%,59.9%,71.3%,46.5%,61.4%,41.0%,62.5%,45.8%
US Open,4,Hard,10,6,4,60.0%,5,3,2,60.0%,2022,2025,R32,10,1.07,6.6%,6.9%,59.0%,70.4%,48.6%,61.5%,41.3%,53.7%,47.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.68,1.4%,7.2%,55.1%,60.5%,48.4%,55.1%,30.4%,62.5%,0.0%
Miami,4,Hard,6,2,4,33.3%,2,1,1,50.0%,2023,2026,R32,6,0.93,7.2%,5.6%,56.8%,68.7%,44.7%,58.4%,38.8%,57.4%,46.5%
Indian Wells,4,Hard,11,7,4,63.6%,3,2,1,66.7%,2023,2026,SF,11,1.09,8.6%,7.7%,60.3%,72.7%,47.5%,62.7%,40.6%,59.6%,41.9%
Dubai,2,Hard,6,4,2,66.7%,4,3,1,75.0%,2025,2026,QF,6,0.99,10.2%,6.5%,57.6%,72.5%,47.8%,62.0%,37.6%,52.8%,41.5%
Doha,3,Hard,8,5,3,62.5%,3,3,0,100.0%,2024,2026,R16,8,1.18,10.2%,5.1%,61.1%,69.4%,53.7%,63.3%,43.1%,51.0%,50.8%
Brisbane,2,Hard,9,6,3,66.7%,4,2,2,50.0%,2024,2026,SF,9,1.00,5.8%,5.8%,58.1%,70.5%,52.0%,62.7%,37.4%,65.2%,35.1%
Tokyo,2,Hard,5,3,2,60.0%,0,0,0,-,2023,2025,F,5,0.98,7.7%,8.0%,61.3%,71.5%,40.7%,59.6%,39.8%,72.7%,33.3%
