Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Indian Wells SF,L vs Sabalenka,20% (2/10),50% (1/2),1/3,67% (6/9),50% (3/6),1/1,0/0,2/2,0/0,1/1
2026 Indian Wells QF,W vs Gibson,38% (5/13),100% (5/5),1/2,23% (3/13),33% (1/3),2/3,0/1,1/1,0/0,0/0
2026 Indian Wells R16,W vs Eala,86% (6/7),83% (5/6),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2026 Indian Wells R64,W vs Bouzas Maneiro,56% (5/9),80% (4/5),1/1,33% (3/9),67% (2/3),3/3,1/1,0/0,0/0,0/0
2026 Dubai R32,L vs Cirstea,13% (1/8),0% (0/1),0/2,44% (4/9),0% (0/4),0/0,0/0,0/2,0/0,0/1
2026 Doha R64,W vs Joint,50% (4/8),100% (4/4),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2026 Australian Open R32,L vs Wang,36% (4/11),50% (2/4),2/4,45% (5/11),20% (1/5),2/2,0/0,0/0,0/0,0/0
2026 Brisbane R16,L vs Andreeva,29% (5/17),60% (3/5),2/4,41% (7/17),43% (3/7),2/2,0/0,1/1,0/0,0/0
2025 Tokyo F,L vs Bencic,44% (4/9),0% (0/4),0/2,50% (4/8),25% (1/4),0/0,0/0,0/1,0/0,0/0
2025 Beijing F,L vs Anisimova,36% (4/11),50% (2/4),0/3,64% (7/11),29% (2/7),2/2,1/1,0/2,0/0,0/1
2025 Beijing SF,W vs Pegula,36% (5/14),80% (4/5),3/5,50% (7/14),29% (2/7),2/3,1/1,1/1,0/0,0/0
2025 Beijing QF,W vs Kartal,60% (6/10),83% (5/6),1/2,22% (2/9),0% (0/2),3/3,0/0,0/0,0/0,0/0
2025 US Open R32,L vs Muchova,13% (2/15),100% (2/2),0/4,60% (9/15),44% (4/9),1/2,0/1,2/2,0/0,0/0
2025 Cincinnati R64,L vs Jovic,38% (3/8),0% (0/3),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,0/0
2025 Prague F,L vs Bouzkova,42% (5/12),80% (4/5),2/5,58% (7/12),14% (1/7),3/4,1/1,0/1,0/0,0/1
2025 Wimbledon R16,L vs Anisimova,33% (5/15),60% (3/5),1/3,40% (6/15),17% (1/6),3/3,1/2,0/2,0/0,0/1
2025 Bad Homburg QF,W vs Andreeva,33% (3/9),100% (3/3),0/0,22% (2/9),100% (2/2),2/2,1/1,0/0,0/0,0/0
2025 Nottingham R16,W vs Jones,88% (7/8),57% (4/7),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,0/0,0/0
2025 Rome R32,L vs Andreeva,22% (2/9),50% (1/2),0/3,50% (5/10),0% (0/5),1/1,0/0,1/3,0/0,1/2
2025 Madrid R32,L vs Swiatek,22% (2/9),50% (1/2),1/4,44% (4/9),0% (0/4),1/1,0/0,1/1,0/0,0/0
2026 (8 matches),,38.6%,75.0%,43.8%,37.3%,41.9%,95.0%,83.3%,66.7%,100.0%,50.0%
2025 (19 matches),,38.5%,66.7%,26.5%,39.8%,23.7%,86.0%,80.0%,61.9%,100.0%,50.0%
2024 (16 matches),,36.1%,61.5%,18.2%,38.5%,30.4%,68.4%,91.7%,84.6%,100.0%,62.5%
2023 (15 matches),,35.3%,76.4%,26.2%,44.9%,29.6%,62.2%,72.7%,36.4%,80.0%,0.0%
2022 (2 matches),,26.7%,62.5%,0.0%,55.2%,25.0%,40.0%,-,66.7%,-,100.0%
Career (60 matches),,36.5%,68.5%,24.2%,41.1%,29.3%,74.8%,81.8%,67.1%,92.9%,52.0%
