Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells SF,L vs Sabalenka,50.0%,55.2%,17.2%,6/4,2.61,13.0%,50.0%,52.6%,10.5%,2.72,20.7%,55.6%,60.0%,33.3%,2.42,0.0%
2026 Indian Wells QF,W vs Gibson,56.8%,64.3%,0.0%,0/0,2.18,4.2%,55.6%,56.0%,0.0%,2.10,5.6%,70.8%,76.5%,0.0%,2.40,0.0%
2026 Indian Wells R16,W vs Eala,65.9%,79.3%,4.5%,2/0,2.38,0.0%,73.1%,84.2%,3.8%,2.18,0.0%,66.7%,70.0%,6.7%,2.58,0.0%
2026 Indian Wells R64,W vs Bouzas Maneiro,71.7%,62.8%,5.0%,1/2,2.15,30.3%,78.6%,59.1%,10.7%,2.09,42.9%,75.0%,66.7%,0.0%,2.26,8.3%
2026 Dubai R32,L vs Cirstea,59.2%,37.9%,10.2%,2/3,2.47,15.0%,46.4%,23.1%,3.6%,2.12,19.2%,80.0%,50.0%,20.0%,3.09,7.1%
2026 Doha R64,W vs Joint,83.3%,60.0%,4.8%,1/1,2.33,2.9%,82.6%,57.9%,4.3%,2.21,6.3%,84.2%,62.5%,5.3%,2.44,0.0%
2026 Australian Open R32,L vs Wang,62.0%,47.7%,5.6%,2/2,2.36,24.4%,60.5%,39.1%,2.6%,2.26,36.0%,75.0%,57.1%,10.7%,2.51,6.3%
2026 Brisbane R16,L vs Andreeva,73.8%,44.3%,1.9%,0/2,2.26,34.8%,72.1%,42.9%,1.5%,2.04,53.7%,83.3%,46.7%,2.8%,2.55,7.1%
2025 Tokyo F,L vs Bencic,72.5%,46.0%,5.8%,1/3,2.49,22.2%,72.3%,29.4%,6.4%,2.32,29.2%,72.7%,81.3%,4.5%,2.83,8.3%
2025 Beijing F,L vs Anisimova,67.9%,50.9%,9.0%,4/3,2.54,7.4%,69.2%,47.2%,11.5%,2.34,11.1%,73.9%,58.8%,4.3%,2.94,0.0%
2025 Beijing SF,W vs Pegula,72.6%,56.1%,4.4%,4/1,2.43,15.1%,72.0%,55.6%,1.3%,2.25,22.7%,80.0%,57.1%,11.4%,2.71,3.4%
2025 Beijing QF,W vs Kartal,82.1%,58.7%,0.0%,0/0,2.31,33.3%,78.0%,59.4%,0.0%,2.42,47.4%,100.0%,57.1%,0.0%,2.05,0.0%
2025 US Open R32,L vs Muchova,62.8%,50.0%,7.0%,4/2,2.29,19.0%,60.8%,45.2%,7.8%,2.23,23.6%,69.7%,56.5%,6.1%,2.43,8.3%
2025 Cincinnati R64,L vs Jovic,60.8%,38.7%,5.9%,3/0,2.30,6.7%,62.5%,40.0%,12.5%,2.51,14.3%,61.5%,37.5%,0.0%,2.11,0.0%
2025 Prague F,L vs Bouzkova,70.7%,44.8%,2.4%,1/1,2.44,10.9%,81.1%,30.0%,2.7%,2.61,22.2%,80.0%,60.7%,2.9%,2.27,0.0%
2025 Wimbledon R16,L vs Anisimova,66.3%,45.9%,7.6%,4/3,2.31,12.3%,69.1%,42.1%,5.5%,2.19,20.0%,74.2%,52.2%,12.9%,2.44,3.7%
2025 Bad Homburg QF,W vs Andreeva,66.7%,55.0%,5.0%,0/3,2.12,25.0%,65.6%,38.1%,0.0%,2.19,42.9%,86.4%,73.7%,13.6%,2.04,5.3%
2025 Nottingham R16,W vs Jones,72.0%,61.2%,4.3%,0/4,2.39,28.6%,67.3%,54.1%,5.5%,2.25,38.1%,93.8%,70.0%,3.1%,2.83,0.0%
2025 Rome R32,L vs Andreeva,70.0%,38.1%,6.7%,1/3,2.02,11.1%,75.0%,37.0%,0.0%,2.03,17.9%,78.9%,40.0%,21.1%,2.01,0.0%
2025 Madrid R32,L vs Swiatek,69.5%,51.2%,5.1%,1/2,2.20,11.5%,61.1%,40.9%,5.6%,2.16,16.7%,82.6%,63.2%,4.3%,2.30,0.0%
Last 52 Weeks (20 matches),,68.0%,52.0%,5.4%,48.7%,2.34,17.0%,67.8%,46.8%,4.6%,2.26,25.8%,77.3%,59.6%,7.6%,2.46,3.3%
Career (59 matches),,67.9%,51.3%,6.5%,49.2%,2.38,12.3%,67.5%,46.3%,5.0%,2.32,18.9%,77.0%,59.2%,9.9%,2.47,2.3%
