Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells SF,L vs Sabalenka,33.3%,47.4%,34.8%,37.0%,56.5%,37.9%,45.5%,45.8%,75.0%,34.6%,42.3%,29.4%,46.2%,46.2%,20.0%,122
2026 Indian Wells QF,W vs Gibson,52.8%,59.7%,50.0%,60.0%,68.9%,55.6%,52.6%,30.8%,0.0%,64.7%,70.6%,33.3%,60.0%,28.6%,0.0%,343
2026 Indian Wells R16,W vs Eala,42.1%,55.3%,60.0%,52.4%,61.9%,50.0%,42.9%,35.7%,0.0%,33.3%,53.3%,70.0%,71.4%,12.5%,-,-104
2026 Indian Wells R64,W vs Bouzas Maneiro,32.1%,53.6%,60.6%,41.7%,66.7%,71.4%,50.0%,50.0%,66.7%,20.0%,40.0%,41.7%,42.9%,37.5%,0.0%,54
2026 Dubai R32,L vs Cirstea,25.4%,42.4%,42.5%,27.8%,50.0%,53.8%,52.9%,63.2%,50.0%,26.3%,36.8%,21.4%,57.1%,16.7%,100.0%,106
2026 Doha R64,W vs Joint,28.6%,41.1%,57.1%,43.3%,53.3%,41.2%,47.4%,45.5%,100.0%,14.3%,33.3%,72.2%,28.6%,42.9%,100.0%,14
2026 Australian Open R32,L vs Wang,26.2%,44.3%,51.2%,30.6%,58.3%,64.0%,37.5%,35.0%,0.0%,23.8%,28.6%,31.3%,25.0%,22.2%,0.0%,89
2026 Brisbane R16,L vs Andreeva,27.1%,43.0%,56.5%,34.9%,55.6%,56.1%,51.5%,70.0%,75.0%,20.0%,31.4%,57.1%,50.0%,13.0%,0.0%,64
2025 Tokyo F,L vs Bencic,17.6%,35.3%,52.8%,25.0%,50.0%,45.8%,44.4%,50.0%,100.0%,7.7%,15.4%,66.7%,28.6%,16.7%,50.0%,-58
2025 Beijing F,L vs Anisimova,20.0%,30.7%,42.6%,23.4%,38.3%,47.2%,48.0%,59.1%,75.0%,18.2%,22.7%,33.3%,33.3%,23.1%,100.0%,46
2025 Beijing SF,W vs Pegula,23.8%,30.5%,43.8%,31.3%,40.6%,45.5%,32.3%,42.4%,60.0%,14.7%,17.6%,41.4%,25.0%,22.2%,66.7%,22
2025 Beijing QF,W vs Kartal,34.8%,50.0%,59.3%,34.5%,55.2%,57.9%,42.9%,80.0%,50.0%,42.9%,50.0%,62.5%,42.9%,28.6%,-,109
2025 US Open R32,L vs Muchova,24.2%,35.5%,45.6%,27.6%,44.7%,45.5%,66.7%,46.5%,57.1%,27.3%,30.3%,45.8%,12.5%,23.5%,60.0%,97
2025 Cincinnati R64,L vs Jovic,19.0%,23.8%,36.7%,22.2%,22.2%,35.7%,14.3%,18.2%,0.0%,20.0%,30.0%,37.5%,9.1%,22.2%,66.7%,73
2025 Prague F,L vs Bouzkova,22.8%,29.1%,40.0%,34.1%,46.3%,44.4%,44.4%,26.1%,60.0%,12.5%,12.5%,35.7%,5.9%,26.7%,0.0%,2
2025 Wimbledon R16,L vs Anisimova,33.0%,43.3%,40.7%,39.6%,54.7%,50.0%,39.3%,32.0%,50.0%,28.9%,34.2%,29.6%,13.3%,17.4%,42.9%,61
2025 Bad Homburg QF,W vs Andreeva,23.6%,45.5%,65.9%,26.7%,50.0%,77.3%,35.7%,31.3%,100.0%,20.8%,41.7%,52.6%,18.2%,15.4%,0.0%,-56
2025 Nottingham R16,W vs Jones,40.0%,50.0%,64.3%,40.0%,54.3%,76.2%,47.1%,44.4%,33.3%,46.2%,46.2%,28.6%,40.0%,25.0%,-,57
2025 Rome R32,L vs Andreeva,17.7%,30.6%,46.7%,24.3%,43.2%,57.1%,36.8%,50.0%,50.0%,10.5%,15.8%,29.4%,11.1%,40.0%,25.0%,-27
2025 Madrid R32,L vs Swiatek,31.8%,45.5%,38.5%,30.8%,53.8%,55.6%,28.6%,50.0%,-,42.9%,42.9%,0.0%,42.9%,28.6%,-,164
Last 52 Weeks (20 matches),,28.4%,41.0%,48.3%,34.2%,51.2%,52.6%,45.0%,45.7%,55.8%,24.9%,32.8%,41.6%,29.8%,24.6%,37.2%,112
Career (59 matches),,27.2%,40.1%,47.9%,32.8%,49.7%,52.9%,47.3%,44.5%,51.7%,22.8%,31.1%,40.0%,32.4%,40.9%,44.9%,94
