Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,124,77,47,62.1%,164-119,58.0%,1425-1301,52.3%,27-18,60.0%,123,74.8%,30.4%,6.9%,6.3%,59.3%,69.2%,48.6%,60.8%,41.2%,51.1%,1.05
Clay,25,11,14,44.0%,25-30,45.5%,247-272,47.6%,4-2,66.7%,25,66.2%,29.0%,5.1%,6.6%,60.8%,66.5%,42.2%,57.0%,41.2%,49.3%,0.96
Grass,21,12,9,57.1%,31-22,58.5%,264-254,51.0%,8-1,88.9%,21,77.5%,23.3%,8.7%,5.3%,62.6%,72.0%,46.5%,62.5%,39.4%,50.7%,1.05
Grand Slams,29,15,14,51.7%,34-32,51.5%,322-326,49.7%,7-3,70.0%,29,73.8%,27.0%,6.2%,5.7%,59.4%,68.7%,48.1%,60.3%,40.4%,50.3%,1.02
Premiers,49,33,16,67.3%,72-45,61.5%,600-538,52.7%,13-7,65.0%,49,77.8%,27.3%,7.6%,5.8%,61.2%,70.6%,48.7%,62.1%,40.1%,51.3%,1.06
Internationals,38,23,15,60.5%,48-37,56.5%,414-379,52.2%,7-5,58.3%,38,69.0%,35.8%,6.2%,6.5%,59.7%,66.9%,45.9%,58.4%,43.5%,51.0%,1.05
Finals,6,1,5,16.7%,4-10,28.6%,50-75,40.0%,1-1,50.0%,6,67.2%,15.3%,5.9%,7.9%,57.4%,67.4%,43.4%,57.1%,35.9%,46.5%,0.84
Semi-finals,11,5,6,45.5%,12-14,46.2%,124-130,48.8%,3-3,50.0%,11,74.6%,23.8%,6.8%,6.2%,59.8%,68.1%,46.9%,59.5%,38.1%,49.0%,0.94
Quarter-finals,19,12,7,63.2%,25-17,59.5%,225-183,55.1%,1-5,16.7%,19,77.0%,35.0%,8.6%,6.5%,60.1%,71.1%,49.4%,62.5%,43.3%,52.8%,1.15
vs Righties,150,86,64,57.3%,191-154,55.4%,1704-1609,51.4%,29-20,59.2%,148,73.6%,30.0%,6.8%,6.3%,59.8%,68.9%,47.4%,60.3%,41.1%,50.8%,1.04
vs Lefties,20,14,6,70.0%,28-16,63.6%,222-200,52.6%,8-1,88.9%,19,76.0%,25.9%,8.7%,5.5%,60.9%,71.4%,47.3%,62.0%,40.1%,51.0%,1.06
vs Top 10,31,11,20,35.5%,30-47,39.0%,338-405,45.5%,7-4,63.6%,31,70.2%,21.7%,6.9%,6.0%,60.5%,67.6%,44.7%,58.6%,38.1%,48.5%,0.92
