Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells SF,L vs Sabalenka,2.4,2.5,2.2,45.0%,39.1%,66.7%,0.0%,57.3%,19.5%,1.0,2.2,4.0,12.9
2026 Indian Wells QF,W vs Gibson,2.2,2.0,2.5,56.1%,50.0%,71.4%,100.0%,39.3%,10.3%,9.5,25.0,8.5,13.9
2026 Indian Wells R16,W vs Eala,2.9,2.5,3.2,68.4%,63.2%,66.7%,100.0%,61.5%,17.1%,8.5,16.3,9.5,32.8
2026 Indian Wells R64,W vs Bouzas Maneiro,3.0,2.6,3.4,59.5%,66.7%,42.9%,33.3%,62.0%,11.5%,17.5,23.6,7.5,16.7
2026 Dubai R32,L vs Cirstea,3.2,2.9,3.4,39.4%,42.3%,50.0%,0.0%,52.7%,11.3%,0.5,0.9,-1.0,-1.8
2026 Doha R64,W vs Joint,3.2,2.6,3.9,53.0%,65.2%,71.4%,100.0%,43.2%,8.5%,4.0,9.8,10.0,15.9
2026 Australian Open R32,L vs Wang,3.1,3.2,3.1,47.3%,58.6%,37.5%,0.0%,42.9%,12.9%,5.0,8.2,-1.0,-1.3
2026 Brisbane R16,L vs Andreeva,3.6,3.6,3.7,53.1%,51.9%,45.8%,0.0%,44.0%,9.9%,10.5,9.3,0.5,0.3
2025 Tokyo F,L vs Bencic,3.3,2.9,3.6,33.7%,68.2%,45.5%,75.0%,47.8%,15.5%,7.5,11.7,7.5,10.9
2025 Beijing F,L vs Anisimova,3.2,3.4,3.1,46.5%,41.0%,50.0%,20.0%,46.9%,13.7%,0.5,0.7,2.5,3.2
2025 Beijing SF,W vs Pegula,4.0,3.7,4.3,44.7%,48.3%,48.4%,84.6%,51.1%,8.9%,13.5,8.1,6.0,3.8
2025 Beijing QF,W vs Kartal,3.8,3.0,4.4,57.9%,51.9%,75.0%,66.7%,42.4%,1.1%,12.5,21.6,2.5,2.8
2025 US Open R32,L vs Muchova,3.2,3.0,3.5,43.1%,42.9%,63.2%,60.0%,51.4%,9.8%,1.5,1.3,4.0,3.7
2025 Cincinnati R64,L vs Jovic,3.0,2.9,3.1,30.8%,42.1%,28.6%,100.0%,49.6%,4.8%,-10.0,-17.2,-12.5,-21.6
2025 Prague F,L vs Bouzkova,4.2,4.1,4.3,49.5%,30.0%,48.0%,60.0%,41.8%,2.9%,-2.5,-2.1,-5.5,-3.3
2025 Wimbledon R16,L vs Anisimova,2.9,3.0,2.8,52.6%,22.6%,44.4%,100.0%,52.9%,14.1%,-3.0,-3.0,1.0,1.3
2025 Bad Homburg QF,W vs Andreeva,3.2,3.5,3.0,61.6%,54.8%,55.6%,50.0%,47.6%,7.8%,5.0,8.8,13.5,20.1
2025 Nottingham R16,W vs Jones,3.3,2.5,3.7,50.5%,73.0%,77.8%,83.3%,51.0%,11.6%,22.0,26.5,7.0,8.8
2025 Rome R32,L vs Andreeva,4.1,4.3,3.9,43.2%,36.8%,50.0%,45.5%,42.0%,9.4%,-8.5,-10.6,-0.5,-0.4
2025 Madrid R32,L vs Swiatek,3.3,2.9,3.6,45.5%,42.3%,20.0%,50.0%,34.3%,13.6%,5.0,14.3,1.5,2.0
Last 52 Weeks (20 matches),,3.3,3.1,3.5,48.8%,49.3%,51.9%,55.3%,47.6%,9.9%,5.0,6.7,3.3,3.9
Career (59 matches),,3.3,3.3,3.4,49.2%,47.9%,51.6%,49.6%,49.3%,10.9%,5.2,6.8,3.8,4.7
