Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells SF,L vs Sabalenka,0.0%,-,7.4%,90.0%,18.2%,16.7%,0.0%,26.3%,75.0%,6.3%,33.3%,66,91
2026 Indian Wells QF,W vs Gibson,0.0%,-,2.1%,66.7%,29.6%,50.0%,0.0%,17.6%,37.5%,2.7%,66.7%,42,187
2026 Indian Wells R16,W vs Eala,3.2%,0.0%,12.2%,70.0%,34.2%,36.4%,0.0%,7.7%,0.0%,0.0%,-,183,216
2026 Indian Wells R64,W vs Bouzas Maneiro,2.0%,100.0%,9.5%,90.9%,38.3%,46.7%,0.0%,21.9%,25.0%,4.4%,50.0%,191,201
2026 Dubai R32,L vs Cirstea,0.0%,-,5.6%,50.0%,22.9%,38.5%,0.0%,18.4%,33.3%,3.1%,0.0%,105,97
2026 Doha R64,W vs Joint,0.0%,-,12.2%,75.0%,21.2%,0.0%,0.0%,22.2%,37.5%,4.0%,20.0%,187,185
2026 Australian Open R32,L vs Wang,0.0%,-,9.1%,66.7%,25.5%,20.0%,0.0%,10.5%,22.2%,1.2%,0.0%,82,75
2026 Brisbane R16,L vs Andreeva,1.0%,100.0%,13.1%,53.6%,24.4%,31.0%,50.0%,14.2%,30.0%,1.3%,0.0%,73,102
2025 Tokyo F,L vs Bencic,0.0%,-,8.3%,90.0%,29.2%,25.0%,100.0%,23.9%,37.5%,1.9%,33.3%,127,104
2025 Beijing F,L vs Anisimova,0.0%,-,6.5%,90.0%,10.7%,50.0%,0.0%,8.2%,37.5%,1.7%,66.7%,-44,-21
2025 Beijing SF,W vs Pegula,0.0%,-,8.3%,50.0%,19.8%,34.4%,0.0%,6.9%,30.8%,1.1%,25.0%,38,58
2025 Beijing QF,W vs Kartal,2.5%,100.0%,18.6%,57.9%,35.0%,40.0%,0.0%,11.3%,14.3%,1.9%,0.0%,111,134
2025 US Open R32,L vs Muchova,0.0%,-,10.5%,63.6%,19.2%,22.5%,0.0%,10.5%,33.3%,1.2%,0.0%,84,112
2025 Cincinnati R64,L vs Jovic,4.9%,50.0%,3.2%,66.7%,5.1%,11.1%,0.0%,8.6%,14.3%,0.0%,-,116,168
2025 Prague F,L vs Bouzkova,0.0%,-,8.1%,46.2%,11.5%,25.0%,0.0%,7.4%,26.1%,0.3%,0.0%,77,76
2025 Wimbledon R16,L vs Anisimova,1.2%,100.0%,6.3%,66.7%,10.8%,23.8%,100.0%,14.3%,36.4%,1.0%,0.0%,43,81
2025 Bad Homburg QF,W vs Andreeva,1.9%,100.0%,7.0%,75.0%,20.0%,16.7%,0.0%,22.4%,61.5%,0.7%,0.0%,139,108
2025 Nottingham R16,W vs Jones,0.0%,-,7.0%,90.0%,27.4%,43.8%,0.0%,17.8%,20.0%,2.6%,60.0%,126,131
2025 Rome R32,L vs Andreeva,0.0%,-,9.8%,83.3%,8.8%,8.3%,0.0%,9.5%,25.0%,4.1%,0.0%,136,130
2025 Madrid R32,L vs Swiatek,0.0%,-,5.8%,66.7%,21.4%,50.0%,0.0%,12.8%,25.0%,4.5%,16.7%,37,71
Last 52 Weeks (20 matches),,0.6%,75.0%,8.5%,68.1%,20.4%,28.8%,22.2%,12.9%,30.6%,1.9%,22.9%,87,105
Career (59 matches),,0.3%,83.3%,7.2%,70.1%,18.5%,29.0%,20.4%,13.9%,31.0%,2.8%,32.7%,72,83
