Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,5,1,4,20.0%,3-9,25.0%,41-67,38.0%,1-0,100.0%,0,,,,,,,,,,,,
2008,19,5,14,26.3%,14-29,32.6%,162-216,42.9%,0-0,-,10,-,-,2.1%,2.7%,66.5%,57.9%,41.2%,52.3%,38.7%,45.5%,0.81,R16 (3x)
2007,25,14,11,56.0%,31-29,51.7%,273-273,50.0%,4-2,66.7%,10,-,-,2.4%,2.2%,66.2%,58.0%,43.7%,53.2%,39.9%,46.9%,0.85,F (Guangzhou)
2006,14,8,6,57.1%,21-13,61.8%,174-147,54.2%,1-1,50.0%,2,-,-,3.3%,2.7%,54.1%,63.6%,46.4%,55.7%,39.8%,46.9%,0.90,SF (Guangzhou)
2005,14,7,7,50.0%,16-15,51.6%,144-143,50.2%,2-1,66.7%,2,-,-,3.0%,4.5%,63.2%,66.7%,46.9%,59.4%,38.2%,48.9%,0.94,QF (Hyderabad)
2004,11,4,7,36.4%,10-14,41.7%,100-122,45.0%,0-0,-,5,-,-,4.5%,1.9%,62.5%,60.6%,39.7%,52.8%,44.4%,48.3%,0.94,
2003,11,5,6,45.5%,12-12,50.0%,115-110,51.1%,1-2,33.3%,0,,,,,,,,,,,,QF (Hyderabad)
2002,8,5,3,62.5%,12-6,66.7%,89-66,57.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Budapest)
2001,6,5,1,83.3%,11-4,73.3%,80-50,61.5%,0-0,-,0,,,,,,,,,,,,
2000,7,2,5,28.6%,6-11,35.3%,65-90,41.9%,0-0,-,0,,,,,,,,,,,,QF (Tashkent)
1999,1,1,0,100.0%,2-0,100.0%,12-0,100.0%,0-0,-,0,,,,,,,,,,,,
1998,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Bogota)
1995,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,
Career,123,57,66,46.3%,138-146,48.6%,1268-1309,49.2%,9-8,52.9%,29,-,-,2.8%,2.5%,64.5%,59.3%,42.8%,53.4%,40.2%,46.8%,0.86,
