Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R16,L vs Swiatek,7,15,0.5,7.7%,16.5%,6,14,0.4,6.8%,15.9%,5.7%,1.1%,1.2,22.0%,18.7%
2023 United Cup RR,L vs Dart,19,28,0.7,16.5%,24.3%,16,24,0.7,15.5%,23.3%,11.7%,3.9%,1.1,21.7%,20.0%
2022 Wimbledon R128,L vs Galfi,36,38,0.9,19.3%,20.3%,33,33,1.0,19.6%,19.6%,12.5%,7.1%,1.2,21.9%,18.2%
2021 Australian Open R128,L vs Kenin,8,22,0.4,6.3%,17.2%,8,22,0.4,6.8%,18.6%,,,0.9,16.4%,18.8%
2020 Roland Garros R128,L vs Alexandrova,12,25,0.5,9.7%,20.2%,12,25,0.5,10.3%,21.4%,,,1.4,21.8%,16.1%
2020 US Open R128,L vs Linette,11,22,0.5,6.6%,13.2%,10,19,0.5,6.5%,12.4%,3.9%,2.6%,0.8,10.8%,13.2%
2016 Australian Open R128,L vs Makarova,8,28,0.3,9.0%,31.5%,7,25,0.3,8.4%,30.1%,6.0%,1.2%,1.1,20.2%,19.1%
2016 Hobart R32,L vs Gasparyan,15,20,0.8,13.3%,17.7%,14,18,0.8,13.7%,17.6%,8.8%,3.9%,1.3,21.2%,15.9%
Career (8 matches),,116,198,0.6,11.4%,19.5%,106,180,0.6,11.4%,19.3%,6.2%,2.8%,1.1,19.1%,17.3%
