Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R16,L vs Swiatek,67.4%,34.5%,18.6%,2/6,2.69,2.4%,58.3%,28.6%,12.5%,2.83,4.3%,83.3%,40.0%,27.8%,2.51,0.0%
2022 United Cup RR,L vs Dart,63.0%,41.2%,1.9%,1/0,2.27,28.3%,57.1%,30.0%,2.9%,2.37,34.2%,73.7%,57.1%,0.0%,1.84,0.0%
2020 Australian Open Q1,L vs Sramkova,82.1%,50.5%,3.3%,2/2,2.58,5.2%,77.8%,50.8%,2.5%,2.53,7.9%,95.0%,50.0%,5.0%,2.68,0.0%
2016 Hobart R32,L vs Gasparyan,64.3%,58.3%,8.9%,2/3,2.14,2.1%,58.3%,42.9%,5.6%,2.22,3.4%,83.3%,80.0%,16.7%,2.03,0.0%
Last 52 Weeks (1 matches),,67.4%,34.5%,18.6%,25.0%,2.69,2.4%,58.3%,28.6%,12.5%,2.83,4.3%,83.3%,40.0%,27.8%,2.51,0.0%
Career (4 matches),,72.5%,48.0%,6.5%,38.9%,2.43,9.4%,67.0%,43.2%,4.5%,2.47,14.1%,86.3%,54.9%,10.5%,2.34,0.0%
