Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R16,L vs Swiatek,1.07,0.48,36.1,2.0,4.0%,36.0%,0.0%,50.0%,18.2%,33.3%
2023 United Cup RR,L vs Dart,0.95,0.58,48.8,2.3,6.5%,61.3%,3.3%,53.3%,25.9%,25.9%
2022 Wimbledon R128,L vs Galfi,0.87,0.82,60.1,4.4,3.9%,58.8%,2.2%,60.0%,42.9%,33.3%
2021 Australian Open R128,L vs Kenin,0.93,0.72,57.7,2.9,5.6%,58.3%,0.0%,55.2%,32.4%,34.5%
2020 Roland Garros R128,L vs Alexandrova,0.92,0.71,51.7,2.2,0.0%,51.6%,0.0%,35.7%,50.0%,35.5%
2020 US Open R128,L vs Linette,1.00,0.76,62.5,2.0,2.1%,46.8%,0.0%,59.6%,33.3%,38.2%
2019 W100 Manchester Q2,W vs Appleton,1.22,1.42,52.4,2.9,-,68.6%,-,51.7%,44.4%,46.2%
2019 W25 Nonthaburi SF,W vs Chanta,1.33,2.37,32.3,2.1,-,57.1%,-,72.2%,56.5%,73.7%
2019 W80 Gifu SF,L vs Diyas,0.85,0.77,47.6,4.0,0.0%,50.0%,0.0%,43.2%,52.5%,43.2%
2019 W80 Gifu QF,W vs Ozaki,1.02,1.23,57.5,4.3,0.0%,54.3%,0.0%,56.1%,50.0%,58.5%
2019 W80 Gifu R16,W vs Kumkhum,1.20,1.20,59.5,2.6,0.0%,50.0%,0.0%,58.5%,44.2%,48.1%
2019 W80 Gifu R32,W vs Naito,1.10,1.41,58.4,2.4,3.1%,71.9%,3.6%,57.1%,45.2%,44.8%
2019 W25 Hong Kong F,L vs Ma,0.98,0.72,60.6,4.6,2.1%,54.2%,2.2%,65.2%,26.7%,33.3%
2019 W25 Hong Kong SF,W vs Kobori,1.01,1.18,68.7,2.0,1.8%,49.1%,0.0%,60.4%,57.1%,48.9%
2019 W25 Hong Kong QF,W vs Mcphee,1.11,1.45,49.3,2.1,0.0%,63.6%,3.3%,56.7%,59.4%,42.9%
2019 W25 Hong Kong R16,W vs Hourigan,1.00,1.30,52.9,2.0,0.0%,66.7%,0.0%,50.0%,55.9%,51.6%
2019 W25 Canberra R16,L vs Fernandez,1.04,0.91,92.3,5.8,0.0%,50.8%,0.0%,55.2%,39.4%,42.6%
2019 W25 Canberra QF,L vs Ozaki,1.01,0.92,74.1,23.8,1.4%,49.3%,0.0%,56.1%,46.7%,39.6%
2019 W25 Canberra R16,W vs Arakawa,0.99,1.17,73.5,23.8,0.0%,56.5%,2.4%,65.9%,48.3%,43.9%
2019 W25 Canberra R32,W vs Minokoshi,1.12,1.19,68.5,11.1,2.2%,58.7%,2.4%,64.3%,35.8%,46.9%
2026 (1 matches),,1.07,0.48,36.1,2.0,4.0%,36.0%,0.0%,50.0%,18.2%,33.3%
2023 (1 matches),,0.95,0.58,48.8,2.3,6.5%,61.3%,3.3%,53.3%,25.9%,25.9%
2022 (1 matches),,0.87,0.82,60.1,4.4,3.9%,58.8%,2.2%,60.0%,42.9%,33.3%
2021 (1 matches),,0.93,0.72,57.7,2.9,5.6%,58.3%,0.0%,55.2%,32.4%,34.5%
2020 (2 matches),,0.97,0.75,57.9,2.1,1.3%,48.7%,0.0%,50.7%,41.1%,36.9%
Career (48 matches),,1.02,0.97,56.4,2.7,1.5%,53.2%,0.9%,54.1%,43.4%,44.9%
