Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Australian Open R16,L vs Swiatek,25% (2/8),50% (1/2),0/4,71% (5/7),0% (0/5),0/1,0/0,1/2,0/0,1/1
2023 United Cup RR,L vs Dart,20% (2/10),50% (1/2),0/3,30% (3/10),0% (0/3),1/1,0/0,1/1,0/0,0/0
2022 Wimbledon R128,L vs Galfi,31% (5/16),80% (4/5),2/5,40% (6/15),17% (1/6),3/4,1/1,4/4,0/0,2/2
2021 Australian Open R128,L vs Kenin,27% (3/11),67% (2/3),0/4,45% (5/11),20% (1/5),0/2,0/0,1/1,0/0,1/1
2020 Roland Garros R128,L vs Alexandrova,56% (5/9),60% (3/5),1/5,67% (6/9),0% (0/6),0/3,0/0,0/1,0/0,0/0
2020 US Open R128,L vs Linette,29% (4/14),75% (3/4),1/5,46% (6/13),17% (1/6),2/2,0/0,1/1,0/0,1/1
2019 W100 Manchester Q2,W vs Appleton,42% (5/12),80% (4/5),0/2,21% (3/14),0% (0/3),4/4,2/2,1/1,1/1,0/0
2019 W25 Nonthaburi SF,W vs Chanta,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/2,0/0,1/1,0/0
2019 W80 Gifu SF,L vs Diyas,58% (7/12),86% (6/7),3/6,58% (7/12),0% (0/7),3/5,0/0,1/2,0/0,0/1
2019 W80 Gifu QF,W vs Ozaki,64% (9/14),100% (9/9),4/5,43% (6/14),17% (1/6),4/8,2/2,1/1,1/1,0/0
2019 W80 Gifu R16,W vs Kumkhum,54% (7/13),71% (5/7),2/5,57% (8/14),38% (3/8),2/4,1/1,1/1,1/1,0/0
2019 W80 Gifu R32,W vs Naito,56% (5/9),80% (4/5),1/2,30% (3/10),33% (1/3),4/4,2/2,0/0,1/1,0/0
2019 W25 Hong Kong F,L vs Ma,14% (2/14),50% (1/2),0/3,38% (5/13),40% (2/5),1/1,1/1,1/1,0/0,0/0
2019 W25 Hong Kong SF,W vs Kobori,67% (10/15),80% (8/10),3/6,40% (6/15),0% (0/6),3/6,0/2,0/0,0/2,0/0
2019 W25 Hong Kong QF,W vs Mcphee,67% (6/9),83% (5/6),2/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 W25 Hong Kong R16,W vs Hourigan,70% (7/10),86% (6/7),2/3,60% (6/10),50% (3/6),3/6,2/3,0/0,1/2,0/0
2019 W25 Canberra R16,L vs Fernandez,35% (6/17),83% (5/6),2/5,56% (9/16),33% (3/9),2/4,0/1,1/1,0/1,1/1
2019 W25 Canberra QF,L vs Ozaki,39% (7/18),100% (7/7),2/7,56% (10/18),20% (2/10),4/7,0/1,4/4,0/1,2/2
2019 W25 Canberra R16,W vs Arakawa,38% (6/16),100% (6/6),1/5,40% (6/15),17% (1/6),2/4,0/1,1/1,0/0,0/0
2019 W25 Canberra R32,W vs Minokoshi,50% (7/14),57% (4/7),1/3,29% (4/14),25% (1/4),4/4,2/2,1/1,1/1,0/0
2026 (1 matches),,25.0%,50.0%,0.0%,71.4%,0.0%,0.0%,-,50.0%,-,100.0%
2023 (1 matches),,20.0%,50.0%,0.0%,30.0%,0.0%,100.0%,-,100.0%,-,-
2022 (1 matches),,31.3%,80.0%,40.0%,40.0%,16.7%,75.0%,100.0%,100.0%,-,100.0%
2021 (1 matches),,27.3%,66.7%,0.0%,45.5%,20.0%,0.0%,-,100.0%,-,100.0%
2020 (2 matches),,39.1%,66.7%,20.0%,54.5%,8.3%,40.0%,-,50.0%,-,100.0%
Career (48 matches),,45.5%,82.7%,34.5%,49.8%,17.9%,62.4%,68.8%,62.0%,68.2%,59.1%
