Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,25,10,15,40.0%,7,2,5,28.6%,2001,2020,R32,22,0.96,6.3%,4.2%,61.3%,68.4%,47.4%,60.3%,38.0%,53.7%,43.8%
Roland Garros,19,Clay,28,9,19,32.1%,17,8,9,47.1%,2000,2019,R32,25,0.87,5.9%,3.0%,61.2%,67.0%,48.3%,59.7%,35.1%,59.1%,41.3%
Wimbledon,17,Grass,34,17,17,50.0%,21,8,13,38.1%,2003,2019,R16,25,1.04,12.7%,3.8%,64.8%,78.3%,53.7%,69.6%,31.6%,65.0%,38.0%
US Open,18,Hard,41,22,19,53.7%,20,9,11,45.0%,2002,2019,R32,29,0.93,7.6%,4.5%,58.9%,69.7%,50.8%,62.0%,35.3%,60.3%,40.5%
Davis Cup,3,,3,1,2,33.3%,2,1,1,50.0%,2015,2018,,2,1.12,5.5%,6.4%,67.0%,72.6%,52.8%,66.1%,38.2%,33.3%,33.3%
Queen's Club,15,Grass,43,28,15,65.1%,34,17,17,50.0%,2003,2019,F,40,1.05,12.3%,4.0%,64.6%,75.7%,52.9%,67.7%,33.8%,64.1%,37.0%
Metz,15,Hard,36,19,17,52.8%,18,9,9,50.0%,2003,2019,SF,34,1.03,11.3%,3.1%,63.0%,75.3%,53.5%,67.3%,33.6%,65.6%,36.7%
Marseille,13,Hard,28,15,13,53.6%,20,12,8,60.0%,2001,2018,QF,28,1.04,10.9%,3.6%,61.2%,76.9%,54.8%,68.3%,33.1%,63.0%,38.1%
Paris Masters,13,Hard,22,9,13,40.9%,18,8,10,44.4%,2001,2018,R16,22,1.02,9.9%,4.7%,56.9%,77.5%,50.3%,65.7%,34.9%,60.8%,32.6%
Newport,10,Grass,27,18,9,66.7%,10,5,5,50.0%,2004,2018,W,27,1.22,12.3%,8.0%,57.1%,79.0%,54.0%,68.3%,38.8%,62.4%,40.6%
Miami Masters,9,Hard,14,5,9,35.7%,9,2,7,22.2%,2007,2021,R16,13,0.94,6.9%,4.6%,59.8%,71.1%,47.8%,61.7%,35.9%,55.7%,34.9%
