Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Atp Cup RR,W vs Novak,40% (4/10),75% (3/4),0/1,20% (2/10),50% (1/2),3/3,1/1,0/0,1/1,0/0
2019 Queen's Club QF,L vs Simon,33% (6/18),50% (3/6),2/2,39% (7/18),71% (5/7),1/1,0/0,2/2,0/0,0/0
2019 Queen's Club R16,W vs Wawrinka,21% (4/19),75% (3/4),0/2,22% (4/18),50% (2/4),1/1,0/0,1/1,0/0,0/0
2019 Queen's Club R32,W vs Tiafoe,30% (3/10),67% (2/3),0/1,18% (2/11),50% (1/2),2/2,1/1,2/2,0/0,0/0
2019 Roland Garros R32,L vs Mayer,14% (3/21),67% (2/3),1/2,32% (7/22),71% (5/7),2/2,1/1,2/2,0/0,0/0
2019 Roland Garros R64,W vs Kohlschreiber,54% (7/13),71% (5/7),0/1,14% (2/14),50% (1/2),3/4,2/3,0/0,1/2,0/0
2019 Roland Garros R128,W vs Cecchinato,25% (6/24),83% (5/6),1/2,25% (6/24),50% (3/6),1/2,0/1,2/3,0/0,0/0
2019 Bordeaux CH R64,L vs Troicki,30% (3/10),33% (1/3),0/3,40% (4/10),25% (1/4),1/1,0/0,3/3,0/0,1/1
2019 St. Brieuc CH QF,L vs Janvier,10% (1/10),100% (1/1),0/3,33% (3/9),0% (0/3),0/1,0/0,2/2,0/0,1/1
2019 St. Brieuc CH R16,W vs Basic,18% (2/11),50% (1/2),0/0,0% (0/11),- (0/0),1/1,1/1,0/0,1/1,0/0
2019 St. Brieuc CH R32,W vs Travaglia,27% (4/15),75% (3/4),1/1,19% (3/16),67% (2/3),2/2,1/1,2/2,1/1,0/0
2019 St. Brieuc CH R64,W vs Martineau,50% (5/10),80% (4/5),0/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2019 Lille CH R64,L vs Vatutin,27% (3/11),67% (2/3),0/2,36% (4/11),25% (1/4),1/2,0/0,0/1,0/0,0/1
2019 Cherbourg CH R16,W vs Bemelmans,67% (6/9),50% (3/6),0/1,10% (1/10),0% (0/1),2/3,2/2,0/0,1/1,0/0
2019 Cherbourg CH R32,W vs Muller,43% (6/14),17% (1/6),0/2,14% (2/14),0% (0/2),1/1,1/1,2/2,0/0,2/2
2019 Montpellier R32,L vs Krajinovic,27% (3/11),0% (0/3),0/1,18% (2/11),50% (1/2),0/0,0/0,3/3,0/0,1/1
2019 Montpellier Q2,W vs Vatutin,50% (5/10),60% (3/5),0/1,60% (6/10),83% (5/6),2/3,2/2,0/0,1/1,0/0
2019 Montpellier Q1,W vs Berankis,63% (5/8),60% (3/5),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2018 Paris R64,L vs Tiafoe,10% (1/10),0% (0/1),0/2,30% (3/10),33% (1/3),0/0,0/0,2/2,0/0,0/0
2018 Brest CH R32,L vs Carballes Baena,36% (5/14),60% (3/5),0/1,31% (4/13),75% (3/4),2/2,0/0,1/1,0/0,1/1
2021 (1 matches),,40.0%,75.0%,0.0%,20.0%,50.0%,100.0%,100.0%,-,100.0%,-
2019 (17 matches),,32.1%,58.3%,19.2%,25.0%,50.9%,78.1%,87.5%,91.3%,87.5%,83.3%
2018 (21 matches),,26.2%,54.1%,7.8%,31.2%,33.3%,80.6%,70.6%,78.8%,42.9%,78.6%
2017 (39 matches),,29.8%,57.4%,14.0%,32.2%,33.5%,78.6%,88.5%,80.4%,88.9%,76.5%
2016 (43 matches),,27.9%,72.3%,24.7%,28.1%,37.3%,84.4%,86.8%,72.3%,94.7%,72.2%
Career (291 matches),,28.8%,65.3%,16.9%,28.6%,37.5%,83.3%,83.8%,83.3%,82.2%,85.1%
