Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Marc Gicquel [FRA],5,5,50.0%,2,0,2,0.0%,2001,2014,7,1.22,12.0%,3.1%,65.2%,76.9%,53.7%,68.8%,38.1%,59.1%,33.3%
10,Arnaud Clement [FRA],9,1,90.0%,5,5,0,100.0%,2004,2012,8,1.09,14.5%,3.8%,61.6%,74.0%,52.9%,65.9%,37.3%,65.1%,35.6%
9,Gilles Simon [FRA],2,7,22.2%,7,3,4,42.9%,2004,2019,8,0.91,7.6%,2.5%,60.5%,71.7%,48.9%,62.7%,33.8%,66.7%,26.7%
9,Ricardas Berankis [LTU],6,3,66.7%,3,3,0,100.0%,2011,2019,9,1.19,11.1%,3.6%,60.0%,77.1%,51.1%,66.7%,39.5%,77.8%,51.2%
8,Gilles Muller [LUX],6,2,75.0%,3,3,0,100.0%,2003,2018,4,1.44,10.3%,4.1%,65.0%,82.3%,58.8%,74.1%,37.3%,62.5%,47.8%
8,Edouard Roger Vasselin [FRA],4,4,50.0%,8,4,4,50.0%,2001,2014,3,0.95,16.0%,3.9%,66.5%,77.0%,47.9%,67.3%,31.1%,58.8%,29.4%
8,Olivier Rochus [BEL],2,6,25.0%,4,1,3,25.0%,1999,2011,2,0.79,8.0%,6.5%,59.4%,65.9%,42.9%,56.5%,34.2%,53.8%,12.0%
8,Thierry Ascione [FRA],5,3,62.5%,8,5,3,62.5%,2000,2005,0,,,,,,,,,,
7,Jo Wilfried Tsonga [FRA],2,5,28.6%,6,3,3,50.0%,2001,2018,5,0.73,4.9%,2.9%,63.9%,69.9%,57.7%,65.5%,25.3%,62.1%,33.3%
7,Roberto Bautista Agut [ESP],4,3,57.1%,2,2,0,100.0%,2010,2016,7,1.06,8.8%,3.3%,70.9%,71.7%,50.7%,65.6%,36.3%,53.8%,34.6%
7,Adrian Mannarino [FRA],6,1,85.7%,2,1,1,50.0%,2009,2016,6,1.29,15.5%,2.7%,62.8%,76.2%,45.0%,64.6%,45.6%,56.0%,53.1%
6,Norbert Gombos [SVK],4,2,66.7%,2,0,2,0.0%,2013,2018,6,1.24,7.1%,3.7%,59.2%,75.2%,54.5%,66.7%,41.1%,53.8%,44.4%
6,Tommy Robredo [ESP],2,4,33.3%,4,1,3,25.0%,2007,2018,6,0.93,9.0%,3.0%,64.7%,77.8%,50.3%,68.1%,29.5%,68.8%,38.5%
6,Kenny De Schepper [FRA],4,2,66.7%,4,3,1,75.0%,2011,2017,5,1.00,7.7%,4.1%,62.5%,76.3%,58.5%,69.6%,30.2%,83.3%,33.3%
6,Julien Benneteau [FRA],4,2,66.7%,2,1,1,50.0%,2001,2017,4,1.03,14.0%,4.0%,63.5%,76.8%,41.3%,63.9%,37.4%,66.7%,37.9%
