Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 ATP Cup RR,W vs Novak,7.7%,75.0%,10.7%,85.7%,20.4%,25.0%,0.0%,25.0%,0.0%,0.7%,100.0%,73,110
2019 Queens Club QF,L vs Simon,24.5%,62.2%,28.6%,65.5%,10.8%,15.9%,0.0%,17.0%,30.8%,2.1%,40.0%,-23,-7
2019 Queens Club R16,W vs Wawrinka,43.0%,81.4%,32.3%,81.0%,11.8%,13.3%,0.0%,5.9%,0.0%,0.5%,100.0%,57,52
2018 Davis Cup World Group SF RR,L vs Granollers,17.9%,35.7%,26.6%,62.2%,9.3%,10.0%,0.0%,20.0%,75.0%,2.1%,0.0%,-74,-46
2018 US Open R64,L vs Zverev,29.3%,63.6%,24.3%,59.5%,21.6%,21.4%,0.0%,5.9%,25.0%,3.2%,40.0%,-24,-19
2017 Miami R16,L vs Nadal,26.6%,70.6%,26.0%,70.6%,11.6%,10.5%,0.0%,14.3%,33.3%,0.6%,0.0%,66,79
2016 Rotterdam R16,W vs Chardy,28.9%,68.2%,25.8%,70.6%,15.2%,28.6%,0.0%,0.0%,0.0%,0.0%,-,20,37
2016 Rotterdam R32,W vs Gabashvili,29.7%,63.6%,29.9%,72.3%,6.8%,8.7%,0.0%,16.7%,66.7%,0.0%,-,-49,-7
2015 s Hertogenbosch F,W vs Goffin,26.9%,71.4%,21.5%,69.2%,13.3%,20.0%,0.0%,14.3%,0.0%,0.0%,-,-71,-12
2015 s Hertogenbosch SF,W vs Haase,31.0%,76.9%,27.2%,66.0%,12.0%,8.3%,16.7%,29.6%,71.4%,0.0%,-,32,52
2015 s Hertogenbosch R16,W vs Bautista Agut,28.3%,73.3%,30.3%,72.7%,11.5%,8.3%,0.0%,0.0%,0.0%,0.0%,-,26,33
2015 Roland Garros R128,W vs Coppejans,30.4%,58.1%,27.9%,60.7%,4.8%,6.3%,0.0%,12.0%,25.0%,1.0%,66.7%,-7,31
2014 Newport QF,L vs Groth,61.5%,57.5%,35.7%,52.2%,6.3%,25.0%,0.0%,37.5%,100.0%,3.1%,0.0%,39,87
2013 Newport F,W vs Hewitt,58.3%,67.3%,29.2%,68.4%,17.5%,25.0%,0.0%,6.7%,0.0%,0.0%,-,40,139
2013 s Hertogenbosch F,W vs Wawrinka,52.7%,82.8%,34.2%,82.1%,7.5%,23.1%,0.0%,8.3%,0.0%,0.8%,100.0%,-28,24
2010 Wimbledon R128,L vs Isner,33.9%,77.9%,20.0%,76.5%,35.7%,39.4%,25.0%,37.2%,56.7%,1.9%,18.2%,81,115
2007 Newport F,L vs Santoro,57.4%,68.6%,43.2%,68.6%,13.6%,25.0%,0.0%,17.6%,50.0%,1.0%,100.0%,53,67
2007 Queens Club F,L vs Roddick,74.7%,78.5%,36.9%,77.3%,9.8%,16.7%,0.0%,20.0%,33.3%,3.2%,40.0%,76,63
2007 Queens Club QF,W vs Nadal,79.2%,71.9%,40.5%,68.2%,26.3%,33.3%,50.0%,16.7%,50.0%,0.0%,-,-32,59
2006 Moscow R32,L vs Safin,70.5%,67.7%,36.5%,62.9%,6.5%,50.0%,0.0%,0.0%,0.0%,0.0%,-,-21,24
Career (20 matches),,38.8%,70.9%,27.4%,70.2%,14.7%,19.5%,7.1%,19.9%,43.2%,1.2%,34.0%,15,50
