Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 ATP Cup RR,W vs Novak,3.0,3.1,2.9,54.8%,74.1%,50.0%,60.0%,49.0%,58.1%,7.5,11.7,6.0,21.4
2019 Queens Club QF,L vs Simon,4.2,4.3,4.1,51.9%,45.7%,30.4%,56.7%,52.4%,62.4%,8.0,3.5,-4.5,-5.4
2019 Queens Club R16,W vs Wawrinka,3.2,3.4,2.9,46.0%,61.5%,45.5%,37.5%,57.3%,51.2%,-2.0,-2.0,-4.5,-12.5
2018 Davis Cup World Group SF RR,L vs Granollers,4.6,4.2,5.0,47.9%,47.6%,53.3%,61.1%,47.3%,70.8%,2.5,2.0,5.5,13.1
2018 US Open R64,L vs Zverev,3.2,3.3,3.0,41.3%,38.7%,44.4%,62.5%,44.5%,72.1%,5.0,8.8,-3.5,-15.9
2017 Miami R16,L vs Nadal,3.4,3.6,3.1,45.3%,44.4%,35.7%,75.0%,58.1%,41.5%,-3.0,-3.5,-4.0,-10.5
2016 Rotterdam R16,W vs Chardy,3.0,3.4,2.4,53.1%,48.0%,25.0%,71.4%,47.7%,74.6%,-1.0,-1.9,-0.5,-3.6
2016 Rotterdam R32,W vs Gabashvili,3.6,4.0,3.2,53.9%,50.0%,45.5%,60.0%,51.0%,75.0%,-1.5,-1.6,-1.5,-7.1
2015 s Hertogenbosch F,W vs Goffin,3.7,3.5,3.9,56.3%,63.2%,40.0%,71.4%,48.5%,60.2%,7.0,8.9,2.0,6.7
2015 s Hertogenbosch SF,W vs Haase,3.1,3.1,3.2,48.4%,56.6%,71.4%,66.7%,53.5%,48.0%,-3.5,-3.4,7.0,13.7
2015 s Hertogenbosch R16,W vs Bautista Agut,3.6,3.3,4.0,57.6%,53.3%,57.1%,66.7%,50.7%,73.9%,-1.0,-1.5,0.5,2.8
2015 Roland Garros R128,W vs Coppejans,3.7,4.0,3.4,56.4%,42.9%,50.0%,42.1%,52.7%,69.3%,-7.0,-5.3,2.5,6.3
2014 Newport QF,L vs Groth,2.2,2.3,2.1,49.5%,18.2%,33.3%,0.0%,55.4%,31.0%,-0.5,-1.9,-1.0,-6.3
2013 Newport F,W vs Hewitt,2.7,2.2,3.1,56.0%,42.5%,66.7%,40.0%,55.2%,69.1%,6.0,6.8,-8.0,-38.1
2013 s Hertogenbosch F,W vs Wawrinka,3.4,3.4,3.5,58.7%,50.0%,45.5%,50.0%,51.1%,60.0%,2.0,3.2,-4.5,-18.8
2010 Wimbledon R128,L vs Isner,2.3,2.4,2.2,49.4%,57.1%,60.0%,83.3%,48.7%,57.0%,60.0,25.5,40.5,33.5
2007 Newport F,L vs Santoro,3.1,3.1,3.1,39.7%,58.8%,44.4%,50.0%,46.0%,57.4%,1.0,2.9,2.0,9.1
2007 Queens Club F,L vs Roddick,3.0,3.0,3.0,46.5%,58.5%,33.3%,50.0%,47.1%,65.1%,2.5,4.2,-3.0,-11.5
2007 Queens Club QF,W vs Nadal,2.8,2.3,3.3,56.4%,41.7%,33.3%,75.0%,50.4%,62.1%,5.5,9.3,3.0,12.0
2006 Moscow R32,L vs Safin,2.9,2.5,3.3,47.8%,20.0%,16.7%,66.7%,57.6%,80.6%,-4.5,-10.2,-1.0,-14.3
Career (20 matches),,3.1,3.1,3.1,50.5%,50.5%,46.4%,57.7%,51.0%,62.5%,4.2,4.6,1.7,4.8
