Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Wimbledon R128,W vs Popyrin,11.1%,66.7%,17.2%,65.9%,16.3%,24.2%,0.0%,13.3%,27.3%,1.6%,25.0%,40,19
2023 Wimbledon R128,L vs Medvedev,48.0%,59.6%,35.6%,62.7%,12.0%,23.1%,0.0%,10.9%,28.6%,5.1%,20.0%,2,-11
Career (2 matches),,28.6%,61.0%,25.4%,63.9%,14.8%,23.9%,0.0%,12.3%,27.8%,3.1%,21.4%,22,5
