Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,62,40,22,64.5%,82-54,60.3%,692-604,53.4%,5-8,38.5%,59,80.5%,27.3%,6.1%,2.8%,63.4%,70.9%,52.0%,64.0%,39.8%,51.7%,1.11
Grass,9,3,6,33.3%,9-13,40.9%,105-119,46.9%,2-1,66.7%,9,75.2%,18.8%,4.7%,2.4%,67.6%,68.8%,50.0%,62.7%,34.7%,48.4%,0.93
Finals,3,1,2,33.3%,1-4,20.0%,20-29,40.8%,0-0,-,2,64.0%,16.7%,4.1%,4.8%,59.6%,63.2%,45.8%,56.2%,35.6%,46.3%,0.81
Semi-finals,4,3,1,75.0%,6-2,75.0%,41-32,56.2%,0-0,-,3,83.3%,29.7%,3.7%,2.5%,60.7%,72.1%,50.5%,63.6%,38.9%,51.7%,1.07
Quarter-finals,13,4,9,30.8%,13-18,41.9%,149-166,47.3%,1-3,25.0%,13,76.0%,19.7%,5.9%,2.4%,63.4%,68.5%,51.8%,62.4%,36.2%,49.1%,0.96
vs Righties,57,36,21,63.2%,74-51,59.2%,629-564,52.7%,5-5,50.0%,54,79.0%,27.3%,5.6%,2.8%,64.0%,70.6%,50.8%,63.5%,39.7%,51.4%,1.09
vs Lefties,12,6,6,50.0%,14-13,51.9%,139-133,51.1%,2-4,33.3%,12,81.1%,22.4%,6.8%,2.9%,64.3%,69.3%,54.7%,64.1%,37.8%,50.5%,1.05
