Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R32,L vs Kostyuk,3.8,4.2,3.4,43.7%,36.7%,90.5%,40.0%,62.5%,75.0%,15.0,8.7,-4.0,-17.4
2024 Osaka SF,L vs Lamens,3.8,3.8,3.7,46.5%,44.8%,35.7%,44.4%,55.3%,61.3%,4.0,4.8,0.0,0.0
2024 Cleveland R32,L vs Potapova,4.2,3.9,4.5,36.5%,45.8%,30.0%,55.6%,65.0%,80.0%,6.5,6.8,1.0,9.1
2024 Olympics R32,L vs Swiatek,4.4,4.5,4.3,39.6%,24.0%,42.9%,37.5%,51.2%,58.3%,-0.5,-0.6,-1.0,-3.1
2024 Roland Garros R64,L vs Svitolina,4.5,4.8,4.2,45.3%,31.6%,76.2%,50.0%,64.0%,81.0%,14.5,8.8,-3.5,-18.4
2024 Australian Open R32,L vs Andreeva,6.1,6.7,5.4,51.4%,50.0%,45.5%,42.1%,53.3%,70.3%,-3.5,-1.6,-0.5,-0.8
2023 Palermo R16,L vs Zheng,3.9,4.2,3.7,45.3%,42.0%,69.6%,63.6%,57.5%,69.6%,16.0,10.7,-0.5,-1.4
2023 Palermo R32,W vs Zantedeschi,4.4,3.9,4.7,57.8%,51.5%,58.8%,44.4%,60.1%,65.9%,18.5,14.9,1.5,5.2
2023 Roland Garros R64,L vs Andreeva,5.0,4.6,5.4,38.0%,33.3%,50.0%,40.0%,51.8%,37.6%,7.0,6.2,-9.0,-13.4
2023 Roland Garros R128,W vs Kalinina,5.2,6.5,4.1,55.1%,56.0%,66.7%,60.0%,49.6%,62.0%,12.0,10.9,3.5,7.8
2022 Angers R32,L vs Friedsam,3.4,2.6,4.1,47.1%,25.0%,42.9%,100.0%,49.0%,60.8%,8.0,13.8,-4.0,-14.8
2022 BJK Cup Finals RR,W vs Lamens,3.9,4.0,3.8,54.4%,57.1%,50.0%,43.8%,59.2%,67.4%,25.5,13.8,-2.0,-4.8
2022 Granby QF,W vs Maria,4.1,4.7,3.3,45.0%,51.6%,69.6%,56.3%,70.6%,51.5%,25.0,10.9,3.5,7.3
2022 Wimbledon R32,L vs Jabeur,3.9,3.7,4.3,42.9%,36.1%,22.2%,60.0%,55.8%,82.2%,-1.0,-1.2,-3.5,-29.2
2022 Roland Garros R64,W vs Osorio,5.3,5.4,5.3,58.3%,55.2%,57.9%,64.7%,66.3%,49.4%,25.0,15.3,-6.0,-13.3
2021 Montevideo F,W vs Udvardy,3.4,3.3,3.6,62.5%,50.0%,30.8%,80.0%,50.3%,56.3%,13.0,16.5,-3.0,-8.8
2021 Strasbourg R32,L vs Niemeier,3.7,4.0,3.3,47.1%,19.0%,42.1%,100.0%,60.8%,59.4%,-0.5,-0.5,-2.5,-10.0
2019 Roland Garros R128,W vs Lapko,3.8,3.9,3.6,60.9%,37.1%,58.8%,50.0%,58.7%,48.9%,4.5,3.8,5.5,13.1
Last 52 Weeks (1 matches),,3.8,4.2,3.4,43.7%,36.7%,90.5%,40.0%,62.5%,75.0%,15.0,8.7,-4.0,-17.4
Career (18 matches),,4.3,4.4,4.1,49.0%,42.6%,55.0%,52.3%,58.4%,63.5%,10.5,8.1,-1.4,-3.9
