Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,2,2,50.0%,5-4,55.6%,41-45,47.7%,0-0,-,4,61.9%,34.1%,6.9%,12.1%,50.2%,72.6%,39.8%,56.3%,41.4%,48.2%,0.95,QF (W100 Fujairah)
2025,13,5,8,38.5%,12-18,40.0%,128-151,45.9%,1-0,100.0%,13,64.7%,32.4%,2.8%,5.2%,59.9%,65.5%,42.4%,56.2%,41.7%,49.0%,0.95,QF (Ilkley 125)
2024,5,3,2,60.0%,6-6,50.0%,59-56,51.3%,1-1,50.0%,5,75.4%,26.8%,4.7%,4.4%,62.8%,69.5%,43.1%,59.7%,40.8%,50.4%,1.01,QF (Bastad 125)
2023,49,33,16,67.3%,67-41,62.0%,542-441,55.1%,7-3,70.0%,21,63.6%,48.8%,3.1%,3.5%,66.9%,60.3%,49.1%,56.6%,48.8%,52.5%,1.13,F (3x)
2022,14,6,8,42.9%,14-19,42.4%,155-158,49.5%,1-3,25.0%,11,71.7%,30.3%,3.3%,3.3%,64.2%,66.1%,49.8%,60.3%,41.7%,50.8%,1.05,SF (Gaiba 125)
2021,65,44,21,67.7%,91-47,65.9%,719-518,58.1%,5-2,71.4%,11,79.2%,45.2%,3.9%,3.4%,56.3%,70.9%,50.7%,62.1%,47.1%,54.4%,1.24,W (4x)
2020,26,14,12,53.8%,32-28,53.3%,281-248,53.1%,1-1,50.0%,1,58.3%,25.0%,0.9%,4.7%,47.7%,66.7%,41.1%,53.3%,38.5%,47.0%,0.82,W (W15 Antalya)
2019,11,6,5,54.5%,12-14,46.2%,116-130,47.2%,1-0,100.0%,0,,,,,,,,,,,,SF (W25 Montpellier)
2018,5,2,3,40.0%,3-6,33.3%,43-48,47.3%,0-1,0.0%,0,,,,,,,,,,,,QF (Santa Margherita Di Pula $25K)
2017,5,0,5,0.0%,3-10,23.1%,43-71,37.7%,0-0,-,0,,,,,,,,,,,,R32 (5x)
Career,197,115,82,58.4%,245-193,55.9%,2127-1866,53.3%,17-11,60.7%,66,68.4%,38.5%,3.5%,4.4%,61.6%,65.4%,46.6%,58.2%,44.6%,51.2%,1.07,
