Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R32,L vs Kostyuk,65.5%,45.6%,8.0%,2/5,-,23.5%,66.7%,40.6%,0.0%,-,29.3%,75.8%,52.0%,21.2%,-,11.1%
2024 Osaka SF,L vs Lamens,61.1%,48.5%,1.9%,1/0,2.35,18.2%,70.3%,50.0%,2.7%,2.07,27.6%,50.0%,42.9%,0.0%,2.91,0.0%
2024 Cleveland R32,L vs Potapova,76.2%,50.0%,23.8%,6/4,2.52,13.3%,82.1%,43.5%,17.9%,2.38,17.2%,75.0%,66.7%,41.7%,2.77,6.3%
2024 Olympics R32,L vs Swiatek,78.4%,31.0%,13.5%,2/3,2.10,6.8%,70.4%,31.6%,7.4%,2.03,12.0%,100.0%,30.0%,30.0%,2.18,0.0%
2024 Roland Garros R64,L vs Svitolina,80.9%,45.5%,4.4%,3/0,2.15,7.2%,72.1%,35.5%,7.0%,1.95,14.7%,96.0%,58.3%,0.0%,2.35,0.0%
2024 Australian Open R32,L vs Andreeva,78.0%,47.9%,1.1%,0/1,2.53,15.1%,83.3%,41.8%,0.0%,2.39,26.2%,76.2%,68.8%,4.8%,2.73,0.0%
2023 Palermo R16,L vs Zheng,73.8%,43.4%,8.7%,6/3,2.46,3.3%,69.2%,38.9%,11.5%,2.53,6.9%,87.0%,47.5%,6.5%,2.40,0.0%
2023 Palermo R32,W vs Zantedeschi,83.6%,57.4%,0.0%,0/0,2.52,5.7%,82.2%,45.9%,0.0%,2.68,8.3%,92.3%,75.0%,0.0%,2.13,0.0%
2023 Roland Garros R64,L vs Andreeva,81.4%,40.0%,2.3%,0/1,2.39,7.5%,84.0%,38.1%,4.0%,2.40,12.5%,77.8%,42.9%,0.0%,2.38,0.0%
2023 Roland Garros R128,W vs Kalinina,75.4%,58.1%,1.8%,1/0,2.30,0.0%,76.7%,60.6%,2.3%,2.41,0.0%,76.9%,50.0%,0.0%,2.11,0.0%
2022 Angers R32,L vs Friedsam,85.9%,41.8%,10.9%,2/5,2.48,19.2%,80.9%,39.5%,6.4%,2.35,26.7%,100.0%,47.1%,23.5%,2.65,9.1%
2022 BJK Cup Finals RR,W vs Lamens,70.6%,45.2%,5.0%,5/1,2.25,19.4%,77.6%,37.3%,3.9%,2.16,28.6%,78.1%,64.0%,9.4%,2.33,9.4%
2022 Granby QF,W vs Maria,59.6%,40.0%,2.8%,1/2,-,76.9%,51.6%,37.5%,3.2%,-,77.3%,80.5%,42.4%,2.4%,-,76.3%
2022 Wimbledon R32,L vs Jabeur,76.2%,34.4%,9.5%,0/4,2.51,35.2%,63.6%,21.4%,4.5%,2.40,48.6%,90.0%,44.4%,15.0%,2.76,5.9%
2022 Roland Garros R64,W vs Osorio,86.7%,59.6%,5.0%,3/0,2.66,6.8%,90.2%,56.8%,2.4%,2.73,7.7%,93.8%,66.7%,12.5%,2.14,0.0%
2021 Montevideo F,W vs Udvardy,75.0%,60.0%,0.0%,0/0,2.43,14.3%,67.6%,56.5%,0.0%,2.16,26.7%,95.7%,63.6%,0.0%,2.76,0.0%
2021 Strasbourg R32,L vs Niemeier,59.2%,37.9%,8.2%,1/3,2.33,3.9%,63.3%,31.6%,6.7%,2.39,5.3%,62.5%,50.0%,12.5%,2.16,0.0%
2019 Roland Garros R128,W vs Lapko,76.2%,52.1%,3.2%,2/0,2.53,3.4%,77.8%,39.3%,5.6%,2.57,4.9%,90.9%,70.0%,0.0%,2.46,0.0%
Last 52 Weeks (1 matches),,65.5%,45.6%,8.0%,28.6%,-,23.5%,66.7%,40.6%,0.0%,-,29.3%,75.8%,52.0%,21.2%,-,11.1%
Career (18 matches),,73.9%,47.1%,5.5%,52.2%,2.40,19.2%,73.9%,42.3%,4.3%,2.36,24.6%,83.7%,55.2%,8.4%,2.46,10.3%
