Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 US Open R32,L vs Kostyuk,25,43,0.6,12.9%,22.2%,24,37,0.6,13.5%,20.8%,9.0%,2.2%,0.8,16.5%,20.1%
2024 Osaka SF,L vs Lamens,13,20,0.7,10.8%,16.7%,11,15,0.7,10.1%,13.8%,7.3%,1.8%,1.1,15.0%,14.2%
2024 US Open R64,L vs Wang,20,32,0.6,16.0%,25.6%,17,30,0.6,15.3%,27.0%,13.5%,0.9%,0.8,13.6%,17.6%
2024 US Open R128,W vs Wang,22,17,1.3,13.7%,10.6%,16,14,1.1,11.8%,10.3%,9.6%,1.5%,0.8,21.1%,26.1%
2024 Cleveland R32,L vs Potapova,13,22,0.6,13.7%,23.2%,12,19,0.6,13.5%,21.3%,12.4%,1.1%,1.1,12.6%,11.6%
2024 Paris Olympics R32,L vs Swiatek,8,27,0.3,8.4%,28.4%,8,23,0.3,9.0%,25.8%,6.7%,2.2%,1.2,14.7%,12.6%
2024 Wimbledon R128,L vs Osaka,14,19,0.7,9.6%,13.0%,10,9,1.1,8.2%,7.4%,6.6%,1.6%,0.9,23.3%,26.0%
2024 Roland Garros R64,L vs Svitolina,34,32,1.1,22.7%,21.3%,29,31,0.9,20.7%,22.1%,16.4%,4.3%,1.1,18.7%,16.7%
2024 Australian Open R32,L vs Andreeva,23,44,0.5,12.7%,24.3%,23,43,0.5,13.5%,25.1%,9.9%,3.5%,0.9,17.7%,19.9%
2023 US Open R128,L vs Boulter,12,18,0.7,11.2%,16.8%,8,18,0.4,8.3%,18.8%,4.2%,1.0%,1.6,29.0%,17.8%
2023 Palermo R16,L vs Zheng,28,18,1.6,14.7%,9.5%,21,16,1.3,12.4%,9.5%,9.5%,1.8%,1.3,24.2%,18.9%
2023 Palermo R32,W vs Zantedeschi,21,16,1.3,17.6%,13.4%,18,16,1.1,15.9%,14.2%,11.5%,3.5%,0.8,16.0%,21.0%
2023 Wimbledon R64,L vs Martic,25,22,1.1,13.7%,12.0%,23,18,1.3,13.5%,10.6%,9.4%,2.9%,1.3,21.3%,16.4%
2023 Wimbledon R128,W vs Dart,40,37,1.1,21.1%,19.5%,38,35,1.1,21.1%,19.4%,18.3%,2.2%,1.0,16.8%,17.4%
2023 Roland Garros R64,L vs Andreeva,13,36,0.4,12.7%,35.3%,13,32,0.4,13.3%,32.7%,13.3%,0.0%,0.7,10.8%,15.7%
2023 Roland Garros R128,W vs Kalinina,21,18,1.2,19.6%,16.8%,21,18,1.2,20.4%,17.5%,14.6%,5.8%,0.5,14.0%,26.2%
2022 Angers 125 R32,L vs Friedsam,10,13,0.8,9.0%,11.7%,8,10,0.8,7.7%,9.6%,5.8%,1.9%,1.8,21.6%,11.7%
2022 BJK Cup Playoffs: FRA vs NED RR,W vs Lamens,42,35,1.2,18.9%,15.8%,32,32,1.0,16.5%,16.5%,12.9%,2.6%,0.8,13.1%,15.8%
2022 US Open R128,L vs Wang,21,19,1.1,16.5%,15.0%,18,18,1.0,16.4%,16.4%,11.8%,2.7%,1.2,20.5%,17.3%
2022 Granby QF,W vs Maria,47,28,1.7,20.4%,12.2%,46,27,1.7,21.7%,12.7%,16.5%,5.2%,1.2,16.5%,13.5%
Career (31 matches),,610,774,0.8,14.1%,17.9%,540,700,0.8,13.7%,17.8%,9.6%,2.2%,0.9,17.4%,18.7%
