Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,65,32,33,49.2%,74-79,48.4%,716-718,49.9%,12-10,54.5%,63,71.1%,27.7%,5.9%,3.5%,56.2%,67.5%,49.2%,59.5%,40.8%,50.1%,1.01
Clay,40,18,22,45.0%,41-49,45.6%,405-448,47.5%,4-4,50.0%,40,64.9%,30.1%,3.0%,3.1%,61.9%,62.1%,46.5%,56.2%,41.4%,48.9%,0.95
Grass,14,8,6,57.1%,20-14,58.8%,165-146,53.1%,2-1,66.7%,14,72.8%,32.5%,6.6%,4.7%,57.9%,66.0%,49.1%,58.9%,41.2%,50.6%,1.00
Grand Slams,35,15,20,42.9%,36-46,43.9%,349-386,47.5%,3-4,42.9%,35,66.5%,28.5%,4.1%,3.8%,61.3%,63.9%,46.2%,57.0%,39.9%,48.8%,0.93
Premiers,2,0,2,0.0%,2-4,33.3%,27-33,45.0%,0-0,-,2,63.3%,26.7%,3.9%,3.3%,58.9%,59.4%,55.4%,57.8%,39.7%,48.4%,0.94
Internationals,64,34,30,53.1%,77-70,52.4%,706-689,50.6%,12-7,63.2%,63,69.8%,30.8%,5.8%,3.2%,57.3%,65.6%,48.8%,58.4%,42.0%,50.2%,1.01
Semi-finals,6,0,6,0.0%,2-12,14.3%,52-84,38.2%,1-1,50.0%,6,58.2%,17.9%,3.7%,3.7%,59.2%,58.3%,46.0%,53.3%,35.1%,44.5%,0.75
Quarter-finals,11,6,5,54.5%,15-13,53.6%,133-131,50.4%,3-2,60.0%,10,69.8%,29.6%,5.4%,2.7%,59.0%,67.3%,45.2%,58.2%,41.2%,49.9%,0.99
vs Righties,103,51,52,49.5%,119-121,49.6%,1126-1128,50.0%,14-15,48.3%,100,69.6%,29.5%,5.0%,3.4%,58.6%,65.4%,48.2%,58.3%,41.0%,49.8%,0.98
vs Lefties,15,7,8,46.7%,17-18,48.6%,159-172,48.0%,4-1,80.0%,15,68.3%,26.5%,4.6%,3.9%,58.8%,65.3%,48.8%,58.5%,40.7%,49.5%,0.98
vs Top 10,8,1,7,12.5%,3-15,16.7%,60-102,37.0%,0-2,0.0%,8,55.6%,19.0%,3.2%,4.3%,57.3%,62.1%,40.4%,52.9%,34.4%,44.0%,0.73
