Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,25,16,9,64.0%,19,7,12,36.8%,2018,2026,QF,25,1.10,10.0%,2.7%,66.2%,75.1%,54.4%,68.1%,35.0%,73.7%,36.5%
Roland Garros,8,Clay,18,10,8,55.6%,10,7,3,70.0%,2018,2025,R16,16,1.00,4.9%,2.4%,68.0%,70.7%,49.0%,63.7%,36.4%,56.4%,42.4%
Wimbledon,7,Grass,19,11,8,57.9%,15,9,6,60.0%,2018,2025,R16,16,1.04,9.4%,2.2%,70.6%,72.8%,52.9%,66.9%,34.6%,60.2%,37.1%
US Open,8,Hard,14,5,9,35.7%,10,4,6,40.0%,2018,2025,R64,14,0.98,9.1%,3.6%,63.5%,71.8%,49.2%,63.6%,35.8%,59.2%,34.6%
Olympics,1,,2,1,1,50.0%,2,2,0,100.0%,2021,2021,R32,0,,,,,,,,,,
Davis Cup,3,,9,6,3,66.7%,8,3,5,37.5%,2021,2023,,7,1.07,6.9%,0.9%,71.9%,70.5%,59.6%,67.5%,34.7%,68.2%,48.6%
Hong Kong,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2024,2026,R16,4,1.09,8.6%,1.2%,66.7%,77.8%,56.8%,70.8%,31.8%,42.9%,31.3%
Metz,6,Hard,18,13,5,72.2%,8,7,1,87.5%,2019,2025,W,18,1.10,8.7%,1.0%,68.1%,74.1%,56.8%,68.6%,34.5%,69.2%,34.1%
Paris Masters,7,Hard,14,7,7,50.0%,5,3,2,60.0%,2019,2025,R16,14,1.01,9.2%,2.4%,63.8%,74.7%,49.2%,65.5%,34.9%,52.1%,37.2%
Stockholm,3,Hard,7,4,3,57.1%,4,3,1,75.0%,2023,2025,QF,7,1.06,8.0%,2.5%,64.3%,71.7%,58.5%,67.0%,35.1%,60.0%,30.6%
Shanghai Masters,4,Hard,6,2,4,33.3%,4,1,3,25.0%,2019,2025,R32,6,0.95,8.9%,2.4%,64.3%,73.1%,49.1%,64.5%,33.9%,70.0%,43.5%
Beijing,3,Hard,3,0,3,0.0%,0,0,0,-,2023,2025,R32,3,0.78,4.1%,3.6%,62.6%,64.7%,48.2%,58.6%,32.3%,50.0%,45.5%
