Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),63,810,62,1779,58,1731,75,1692,45,1680,,,,
2025,40,1255,53,1785,55,1741,74,1694,43,1683,,,,
2024,53,1026,73,1752,76,1703,66,1697,59,1644,240,285,,
2023,46,990,54,1786,59,1731,42,1741,42,1672,,,,
2022,45,950,50,1797,53,1741,48,1734,32,1713,,,,
2021,27,1825,40,1825,58,1729,23,1807,28,1732,,,,
2020,33,1568,46,1783,67,1694,30,1755,,,,,,
2019,52,990,69,1753,106,1639,41,1766,64,1647,454,90,,
2018,107,532,165,1586,183,1507,120,1587,160,1486,407,59,,
2017,212,243,209,1529,203,1484,223,1459,,,374,146,,
2016,300,162,280,1427,266,1386,260,1391,,,819,49,,
2015,370,119,368,1305,344,1282,345,1270,,,496,119,,
2014,812,21,,,,,,,,,,,,
