Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,16,19,45.7%,39-46,45.9%,424-419,50.3%,6-9,40.0%,34,82.2%,18.9%,7.7%,3.0%,64.8%,72.4%,49.9%,64.5%,34.7%,49.9%,0.98
Clay,6,1,5,16.7%,6-11,35.3%,69-89,43.7%,1-0,100.0%,6,69.6%,16.7%,3.2%,4.6%,63.1%,67.2%,42.9%,58.2%,35.2%,46.8%,0.84
Grass,9,5,4,55.6%,16-12,57.1%,156-139,52.9%,5-4,55.6%,9,89.6%,15.5%,7.2%,1.7%,72.1%,73.9%,58.4%,69.6%,33.1%,51.2%,1.09
Grand Slams,8,4,4,50.0%,17-15,53.1%,167-152,52.4%,4-5,44.4%,8,84.5%,21.3%,9.1%,2.6%,68.8%,71.7%,54.4%,66.3%,36.0%,51.0%,1.07
Masters,15,6,9,40.0%,16-19,45.7%,170-173,49.6%,2-3,40.0%,15,79.4%,19.6%,6.4%,4.5%,61.2%,73.0%,46.9%,62.8%,34.6%,49.5%,0.93
Other Tours,27,12,15,44.4%,28-35,44.4%,312-322,49.2%,6-5,54.5%,26,82.7%,15.2%,6.4%,2.2%,67.6%,72.0%,51.1%,65.2%,33.5%,49.4%,0.96
Best of 5,8,4,4,50.0%,17-15,53.1%,167-152,52.4%,4-5,44.4%,8,84.5%,21.3%,9.1%,2.6%,68.8%,71.7%,54.4%,66.3%,36.0%,51.0%,1.07
Best of 3,42,18,24,42.9%,44-54,44.9%,482-495,49.3%,8-8,50.0%,41,81.6%,16.7%,6.4%,3.0%,65.3%,72.3%,49.4%,64.4%,33.9%,49.5%,0.95
Semi-finals,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,1,78.6%,7.1%,8.1%,0.0%,64.0%,78.2%,32.3%,61.6%,20.3%,43.2%,0.53
Quarter-finals,3,1,2,33.3%,3-4,42.9%,31-40,43.7%,2-0,100.0%,3,80.0%,2.9%,8.7%,2.2%,69.7%,71.4%,57.1%,67.1%,32.3%,48.8%,0.98
vs Righties,42,21,21,50.0%,54-52,50.9%,548-518,51.4%,11-12,47.8%,41,83.2%,19.7%,7.3%,2.9%,65.7%,72.3%,51.0%,65.0%,35.2%,50.4%,1.01
vs Lefties,8,1,7,12.5%,7-17,29.2%,101-129,43.9%,1-1,50.0%,8,78.1%,9.6%,6.2%,2.9%,68.5%,71.4%,47.7%,63.9%,31.0%,47.0%,0.86
vs Top 10,8,1,7,12.5%,4-17,19.0%,91-118,43.5%,0-4,0.0%,8,79.2%,10.6%,5.7%,3.5%,66.3%,69.1%,46.6%,61.5%,26.8%,45.6%,0.70
