Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,198,91,107,46.0%,237-262,47.5%,2504-2513,49.9%,45-55,45.0%,192,83.4%,16.2%,8.7%,2.5%,65.7%,73.2%,51.7%,65.8%,33.7%,49.9%,0.99
Clay,112,54,58,48.2%,143-147,49.3%,1429-1462,49.4%,33-26,55.9%,112,79.4%,19.7%,4.9%,2.5%,65.0%,71.0%,49.9%,63.6%,35.9%,49.7%,0.99
Grass,47,26,21,55.3%,72-61,54.1%,706-651,52.0%,20-14,58.8%,47,86.2%,17.1%,9.3%,2.3%,70.4%,74.3%,53.2%,68.0%,34.3%,51.1%,1.07
Grand Slams,62,32,30,51.6%,120-113,51.5%,1182-1138,50.9%,24-23,51.1%,62,82.7%,19.2%,8.3%,2.7%,67.3%,72.6%,51.5%,65.7%,34.9%,50.4%,1.02
Masters,85,36,49,42.4%,89-108,45.2%,970-1016,48.8%,18-21,46.2%,85,81.1%,16.7%,7.2%,3.0%,63.3%,72.5%,49.5%,64.0%,34.1%,49.4%,0.95
Other Tours,201,97,104,48.3%,230-240,48.9%,2363-2360,50.0%,53-46,53.5%,197,83.1%,16.7%,7.4%,2.2%,66.6%,72.9%,51.8%,65.8%,34.5%,50.1%,1.01
Best of 5,62,32,30,51.6%,120-113,51.5%,1182-1138,50.9%,24-23,51.1%,62,82.7%,19.2%,8.3%,2.7%,67.3%,72.6%,51.5%,65.7%,34.9%,50.4%,1.02
Best of 3,295,139,156,47.1%,332-357,48.2%,3457-3488,49.8%,74-72,50.7%,289,82.5%,16.8%,7.3%,2.4%,65.8%,72.7%,51.2%,65.3%,34.4%,49.9%,0.99
Finals,6,4,2,66.7%,9-6,60.0%,83-70,54.2%,3-2,60.0%,6,90.7%,16.4%,10.0%,1.7%,70.5%,76.4%,52.1%,69.2%,34.6%,52.0%,1.12
Semi-finals,11,6,5,54.5%,15-12,55.6%,135-126,51.7%,3-1,75.0%,11,79.8%,22.7%,5.3%,1.8%,66.8%,73.0%,49.1%,65.0%,36.0%,50.7%,1.03
Quarter-finals,28,11,17,39.3%,28-39,41.8%,313-344,47.6%,5-5,50.0%,28,81.1%,14.5%,5.7%,1.9%,66.7%,70.8%,50.4%,64.0%,34.8%,49.3%,0.97
vs Righties,298,141,157,47.3%,370-392,48.6%,3840-3830,50.1%,85-82,50.9%,294,82.6%,17.5%,7.6%,2.5%,66.4%,72.5%,51.3%,65.4%,34.4%,50.0%,0.99
vs Lefties,59,30,29,50.8%,82-78,51.2%,799-796,50.1%,13-13,50.0%,57,82.4%,17.3%,7.2%,2.5%,65.2%,73.5%,51.1%,65.7%,35.2%,50.3%,1.03
vs Top 10,43,7,36,16.3%,27-84,24.3%,484-634,43.3%,9-16,36.0%,43,79.1%,8.6%,5.8%,2.3%,66.0%,69.2%,49.5%,62.5%,28.3%,46.1%,0.76
