Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,10,5,5,50.0%,4,1,3,25.0%,1998,2004,R128,0,,,,,,,,,,
Roland Garros,3,Clay,4,1,3,25.0%,1,0,1,0.0%,1997,2002,Q2,0,,,,,,,,,,
Wimbledon,3,Grass,5,2,3,40.0%,2,2,0,100.0%,1997,2002,Q2,0,,,,,,,,,,
US Open,5,Hard,7,2,5,28.6%,0,0,0,-,1998,2003,Q3,0,,,,,,,,,,
Fed Cup,1,,2,0,2,0.0%,0,0,0,-,1996,1996,,0,,,,,,,,,,
Memphis,6,Hard,8,2,6,25.0%,3,0,3,0.0%,2002,2008,Q3,0,,,,,,,,,,
ITF Sofia,4,Clay,10,6,4,60.0%,0,0,0,-,1991,1995,QF,0,,,,,,,,,,
Warsaw,4,Clay,6,2,4,33.3%,4,2,2,50.0%,1995,2003,Q3,0,,,,,,,,,,
ITF Bourgas,3,Hard,10,8,2,80.0%,2,2,0,100.0%,1991,1993,W,0,,,,,,,,,,
ITF Rebecq,3,Clay,6,3,3,50.0%,3,2,1,66.7%,1989,1992,SF,0,,,,,,,,,,
ITF Mantova,2,Clay,7,4,3,57.1%,2,1,1,50.0%,1990,1991,R32,0,,,,,,,,,,
