Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,7,4,3,57.1%,1,1,0,100.0%,2023,2025,R64,7,1.02,3.0%,4.8%,55.7%,65.0%,49.7%,58.3%,42.7%,56.5%,38.9%
Roland Garros,3,Clay,6,2,4,33.3%,0,0,0,-,2023,2025,R128,6,0.89,0.9%,4.9%,64.3%,54.7%,45.6%,51.4%,43.0%,46.8%,45.2%
Wimbledon,3,Grass,8,4,4,50.0%,3,2,1,66.7%,2023,2025,R64,8,0.92,3.7%,4.0%,59.7%,63.6%,45.7%,56.4%,40.3%,54.7%,51.1%
US Open,3,Hard,9,6,3,66.7%,3,2,1,66.7%,2022,2024,R64,9,1.04,3.7%,4.5%,58.0%,64.0%,50.2%,58.2%,43.4%,54.3%,49.3%
Miami,4,Hard,5,1,4,20.0%,1,1,0,100.0%,2023,2026,R64,5,0.87,1.7%,2.6%,60.1%,58.8%,45.7%,53.6%,40.4%,48.0%,58.3%
Paris 125,2,Clay,4,2,2,50.0%,0,0,0,-,2024,2025,QF,4,0.96,1.2%,3.7%,60.2%,55.1%,49.5%,52.9%,45.4%,46.9%,34.9%
Rome,3,Clay,3,0,3,0.0%,0,0,0,-,2023,2025,Q1,3,0.67,0.6%,7.1%,55.5%,50.0%,31.9%,41.9%,38.9%,41.4%,50.0%
Madrid,3,Clay,3,0,3,0.0%,2,1,1,50.0%,2022,2025,Q1,3,0.82,2.6%,3.4%,56.8%,56.3%,34.8%,47.0%,43.6%,56.3%,60.9%
Doha,2,Hard,6,4,2,66.7%,3,3,0,100.0%,2024,2025,R32,6,0.99,5.0%,3.6%,64.0%,63.1%,44.8%,56.5%,43.2%,60.0%,48.9%
Limoges 125,3,Hard,7,4,3,57.1%,1,1,0,100.0%,2022,2024,SF,7,1.01,2.4%,2.7%,65.5%,59.1%,48.2%,55.3%,45.1%,64.4%,39.7%
