Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Stuttgart R32,L vs Andreeva,4,15,0.3,9.3%,34.9%,3,13,0.2,7.7%,33.3%,2.6%,5.1%,1.1,18.6%,16.3%
2025 Auckland R32,L vs Volynets,42,61,0.7,18.6%,27.0%,41,58,0.7,18.6%,26.2%,10.4%,6.3%,0.8,10.6%,12.8%
2024 Wuhan R16,L vs Paolini,9,22,0.4,9.8%,23.9%,7,22,0.3,8.2%,25.9%,5.9%,0.0%,1.4,22.8%,16.3%
2024 Wuhan R32,W vs Andreeva,13,19,0.7,10.8%,15.8%,9,18,0.5,8.1%,16.2%,5.4%,2.7%,0.5,12.5%,27.5%
2024 US Open R64,L vs Zheng,21,31,0.7,12.4%,18.2%,19,29,0.7,13.5%,20.6%,7.8%,3.5%,1.6,21.2%,13.5%
2024 US Open R128,W vs Yuan,35,33,1.1,22.0%,20.8%,27,30,0.9,18.8%,20.8%,8.3%,6.9%,0.7,13.8%,19.5%
2024 Monterrey QF,L vs Sun,16,22,0.7,15.0%,20.6%,11,19,0.6,12.1%,20.9%,9.9%,1.1%,3.7,24.3%,6.5%
2024 Wimbledon R64,L vs Vekic,14,26,0.5,11.2%,20.8%,13,21,0.6,11.4%,18.4%,7.0%,4.4%,1.3,21.6%,16.8%
2024 Wimbledon R128,W vs Bektas,30,32,0.9,15.5%,16.6%,24,29,0.8,14.1%,17.1%,8.2%,5.9%,1.2,21.2%,17.6%
2024 Roland Garros R128,L vs Sabalenka,9,15,0.6,10.1%,16.9%,7,11,0.6,8.6%,13.6%,3.7%,4.9%,2.2,29.2%,13.5%
2023 Palermo R16,L vs Osorio,25,45,0.6,12.9%,23.2%,24,40,0.6,13.0%,21.6%,8.6%,4.3%,1.0,18.6%,18.6%
2023 Roland Garros R128,L vs Navarro,23,31,0.7,13.9%,18.8%,22,28,0.8,13.8%,17.5%,8.1%,5.6%,1.6,18.8%,12.1%
2023 Miami R128,W vs Krueger,14,16,0.9,11.0%,12.6%,13,14,0.9,10.8%,11.7%,5.0%,5.8%,0.4,11.0%,26.0%
2022 US Open R128,L vs Kvitova,5,22,0.2,4.5%,19.8%,5,16,0.3,5.2%,16.5%,3.1%,1.0%,0.7,16.2%,23.4%
Career (14 matches),,260,390,0.7,13.5%,20.3%,225,348,0.6,12.8%,19.8%,7.4%,4.5%,1.1,18.0%,17.0%
