Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Auckland R32,L vs Volynets,43% (10/23),22% (2/9),1/1,0/0,55% (6/11),1/3,1/2,86% (6/7),29% (2/7)
2024 Wuhan R16,L vs Paolini,80% (4/5),50% (1/2),0/0,0/0,20% (1/5),1/3,0/1,- (0/0),- (0/0)
2024 Wuhan R32,W vs Andreeva,37% (7/19),56% (5/9),2/4,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2024 US Open R64,L vs Zheng,47% (7/15),40% (2/5),1/1,0/0,60% (9/15),1/3,0/1,60% (3/5),80% (4/5)
2024 US Open R128,W vs Yuan,47% (8/17),25% (3/12),2/6,1/2,67% (4/6),2/3,1/1,75% (6/8),38% (3/8)
2024 Monterrey QF,L vs Sun,70% (7/10),- (0/0),0/0,0/0,50% (3/6),3/5,2/3,- (0/0),- (0/0)
2024 Wimbledon R64,L vs Vekic,27% (4/15),100% (1/1),0/0,0/0,67% (10/15),3/5,2/3,- (0/0),- (0/0)
2024 Wimbledon R128,W vs Bektas,76% (13/17),33% (2/6),2/2,1/1,67% (4/6),0/1,0/0,67% (4/6),50% (3/6)
2024 Roland Garros R128,L vs Sabalenka,50% (2/4),33% (1/3),0/0,0/0,17% (1/6),4/6,2/3,- (0/0),- (0/0)
2023 Palermo R16,L vs Osorio,27% (3/11),50% (5/10),1/2,0/0,44% (8/18),1/3,1/2,80% (4/5),60% (3/5)
2023 Roland Garros R128,L vs Navarro,57% (8/14),67% (4/6),1/3,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2023 Miami R128,W vs Krueger,73% (8/11),50% (5/10),2/5,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2022 US Open R128,L vs Kvitova,63% (5/8),50% (1/2),0/0,0/0,0% (0/4),0/2,0/1,60% (3/5),0% (0/5)
2025 (1 matches),,43.5%,22.2%,100.0%,-,54.5%,33.3%,50.0%,85.7%,28.6%
2024 (8 matches),,51.0%,39.5%,53.8%,50.0%,54.8%,53.8%,58.3%,68.4%,52.6%
2023 (3 matches),,52.8%,53.8%,40.0%,100.0%,45.2%,20.0%,33.3%,80.0%,60.0%
2022 (1 matches),,62.5%,50.0%,-,-,0.0%,0.0%,0.0%,60.0%,0.0%
Career (13 matches),,50.9%,42.7%,50.0%,57.1%,50.0%,44.4%,50.0%,72.2%,41.7%
