Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Auckland R32,L vs Volynets,40% (6/15),33% (2/6),0/4,53% (8/15),38% (3/8),1/2,0/0,1/2,0/0,1/2
2024 Wuhan R16,L vs Paolini,22% (2/9),50% (1/2),0/4,50% (4/8),0% (0/4),1/1,0/0,3/3,0/0,1/1
2024 Wuhan R32,W vs Andreeva,63% (5/8),100% (5/5),1/1,38% (3/8),67% (2/3),4/4,1/1,0/0,1/1,0/0
2024 US Open R64,L vs Zheng,14% (2/14),100% (2/2),0/6,46% (6/13),0% (0/6),0/2,0/0,0/0,0/0,0/0
2024 US Open R128,W vs Yuan,64% (7/11),43% (3/7),0/2,36% (4/11),50% (2/4),3/3,1/2,0/1,0/0,0/0
2024 Monterrey QF,L vs Sun,0% (0/9),- (0/0),0/2,40% (4/10),25% (1/4),0/0,0/0,1/2,0/0,0/1
2024 Wimbledon R64,L vs Vekic,13% (1/8),100% (1/1),1/4,67% (6/9),17% (1/6),1/1,0/0,0/1,0/0,0/1
2024 Wimbledon R128,W vs Bektas,27% (4/15),50% (2/4),0/1,20% (3/15),33% (1/3),1/1,0/0,2/3,0/0,0/0
2024 Roland Garros R128,L vs Sabalenka,25% (2/8),50% (1/2),1/5,71% (5/7),0% (0/5),0/1,0/0,0/0,0/0,0/0
2023 Palermo R16,L vs Osorio,54% (7/13),71% (5/7),4/8,77% (10/13),0% (0/10),1/5,0/0,0/2,0/0,0/1
2023 Roland Garros R128,L vs Navarro,36% (5/14),80% (4/5),1/4,62% (8/13),38% (3/8),2/3,0/1,1/2,0/0,1/1
2023 Miami R128,W vs Krueger,60% (6/10),83% (5/6),0/2,20% (2/10),0% (0/2),2/3,0/2,0/0,0/0,0/0
2022 US Open R128,L vs Kvitova,11% (1/9),100% (1/1),0/3,44% (4/9),0% (0/4),1/1,0/1,0/1,0/0,0/1
2025 (1 matches),,40.0%,33.3%,0.0%,53.3%,37.5%,50.0%,-,50.0%,-,50.0%
2024 (8 matches),,28.0%,65.2%,12.0%,43.2%,20.0%,76.9%,66.7%,60.0%,100.0%,33.3%
2023 (3 matches),,48.6%,77.8%,35.7%,55.6%,15.0%,45.5%,0.0%,25.0%,-,50.0%
2022 (1 matches),,11.1%,100.0%,0.0%,44.4%,0.0%,100.0%,0.0%,0.0%,-,0.0%
Career (13 matches),,33.6%,66.7%,17.4%,47.5%,19.4%,63.0%,28.6%,47.1%,100.0%,37.5%
