Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,12,21,36.4%,34-45,43.0%,353-415,46.0%,10-9,52.6%,33,64.7%,27.0%,3.1%,3.3%,62.0%,63.5%,46.7%,57.1%,39.6%,48.7%,0.92
Clay,14,3,11,21.4%,10-22,31.3%,112-156,41.8%,1-0,100.0%,14,59.7%,23.1%,2.6%,5.2%,60.3%,61.5%,43.1%,54.2%,39.3%,46.8%,0.86
Grass,2,1,1,50.0%,2-3,40.0%,21-27,43.8%,1-0,100.0%,2,69.6%,12.5%,4.0%,4.5%,58.5%,63.1%,50.7%,58.0%,33.8%,47.2%,0.80
Grand Slams,10,3,7,30.0%,8-15,34.8%,85-125,40.5%,4-1,80.0%,10,58.4%,18.9%,3.2%,5.2%,58.2%,59.8%,46.0%,54.0%,36.0%,45.5%,0.78
Premiers,8,3,5,37.5%,9-10,47.4%,82-91,47.4%,1-1,50.0%,8,69.0%,24.7%,5.9%,3.7%,63.4%,67.5%,43.7%,58.8%,38.4%,48.9%,0.93
Internationals,21,7,14,33.3%,19-31,38.0%,218-256,46.0%,5-5,50.0%,21,66.8%,25.8%,2.5%,3.5%,63.3%,63.8%,47.2%,57.7%,40.1%,49.1%,0.95
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,70.0%,0.0%,8.5%,5.1%,61.0%,63.9%,52.2%,59.3%,20.8%,42.1%,0.51
vs Righties,40,13,27,32.5%,40-58,40.8%,416-510,44.9%,11-8,57.9%,40,63.3%,26.2%,3.0%,3.6%,61.4%,62.7%,45.7%,56.1%,39.7%,48.2%,0.91
vs Lefties,8,3,5,37.5%,6-10,37.5%,67-76,46.9%,1-1,50.0%,8,69.0%,22.5%,3.3%,5.4%,60.3%,66.7%,48.9%,59.6%,37.1%,48.8%,0.92
vs Top 10,4,0,4,0.0%,1-7,12.5%,20-48,29.4%,1-0,100.0%,4,43.8%,13.9%,3.6%,4.1%,56.2%,52.3%,45.9%,49.5%,30.8%,40.0%,0.61
