Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Stuttgart R32,L vs Andreeva,3.6,3.1,4.0,33.3%,28.6%,0.0%,50.0%,38.2%,16.7%,-4.5,-21.4,-3.5,-10.0
2024 Auckland R32,L vs Volynets,5.4,5.4,5.4,45.9%,46.9%,41.9%,58.3%,60.9%,13.6%,0.5,0.2,3.5,2.0
2024 Wuhan R16,L vs Paolini,3.9,4.1,3.7,47.9%,29.6%,40.0%,0.0%,51.3%,8.2%,-3.5,-5.1,-10.5,-15.7
2024 Wuhan R32,W vs Andreeva,5.0,4.8,5.2,58.8%,56.8%,50.0%,61.5%,44.9%,7.8%,6.5,6.7,5.5,4.3
2024 US Open R64,L vs Zheng,3.1,3.6,2.6,44.0%,36.4%,50.0%,57.1%,49.2%,12.1%,5.5,6.2,-2.5,-2.9
2024 Monterrey QF,L vs Sun,3.1,3.5,2.7,40.5%,38.1%,50.0%,75.0%,57.4%,10.9%,3.5,5.4,-8.0,-16.7
2024 Roland Garros R128,L vs Sabalenka,3.8,3.7,3.9,33.3%,39.3%,37.5%,60.0%,41.5%,13.9%,-3.5,-7.8,-2.5,-4.0
2023 Palermo R16,L vs Osorio,6.0,6.2,5.8,43.9%,52.9%,41.0%,39.5%,58.2%,13.3%,8.5,3.1,-6.0,-3.3
2023 Roland Garros R128,L vs Navarro,5.3,4.8,5.9,50.7%,33.3%,53.8%,42.3%,42.7%,11.3%,-5.0,-4.0,-10.0,-5.4
2023 Miami R128,W vs Krueger,4.4,4.3,4.4,46.4%,62.1%,62.5%,84.6%,53.0%,6.4%,12.0,10.6,14.0,13.7
Last 52 Weeks (1 matches),,3.6,3.1,4.0,33.3%,28.6%,0.0%,50.0%,38.2%,16.7%,-4.5,-21.4,-3.5,-10.0
Career (10 matches),,4.6,4.6,4.6,45.1%,44.1%,45.8%,52.7%,52.2%,11.4%,2.0,1.7,-2.0,-1.9
