Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Stuttgart R32,L vs Andreeva,21.1%,26.3%,23.1%,22.2%,33.3%,14.3%,60.0%,50.0%,0.0%,25.0%,25.0%,33.3%,25.0%,25.0%,-,111
2024 Auckland R32,L vs Volynets,18.5%,25.2%,48.9%,20.0%,30.0%,53.6%,69.7%,48.6%,33.3%,17.4%,19.6%,42.1%,13.6%,45.8%,0.0%,-30
2024 Wuhan R16,L vs Paolini,28.9%,28.9%,34.4%,30.8%,30.8%,38.9%,54.5%,60.0%,0.0%,26.3%,26.3%,28.6%,50.0%,44.4%,50.0%,-104
2024 Wuhan R32,W vs Andreeva,22.7%,25.8%,46.9%,28.6%,34.3%,48.0%,58.8%,44.4%,-,17.2%,17.2%,45.8%,33.3%,64.7%,50.0%,-64
2024 US Open R64,L vs Zheng,24.2%,34.1%,40.3%,27.5%,41.2%,45.9%,66.7%,63.0%,71.4%,21.1%,26.3%,33.3%,11.8%,47.6%,33.3%,-43
2024 Monterrey QF,L vs Sun,30.5%,40.7%,44.7%,38.9%,44.4%,40.9%,50.0%,50.0%,0.0%,20.0%,40.0%,50.0%,55.6%,45.5%,100.0%,53
2024 Roland Garros R128,L vs Sabalenka,20.5%,20.5%,29.6%,21.7%,21.7%,16.7%,42.9%,66.7%,50.0%,25.0%,25.0%,55.6%,0.0%,80.0%,100.0%,97
2023 Palermo R16,L vs Osorio,13.7%,17.6%,37.3%,16.4%,20.0%,32.6%,51.9%,64.3%,80.0%,11.9%,16.7%,43.2%,44.4%,16.7%,25.0%,4
2023 Roland Garros R128,L vs Navarro,23.0%,31.0%,39.1%,24.1%,36.2%,43.2%,44.4%,51.6%,50.0%,23.1%,23.1%,30.0%,0.0%,57.1%,75.0%,21
2023 Miami R128,W vs Krueger,25.5%,32.7%,53.8%,27.0%,35.1%,51.9%,50.0%,28.6%,0.0%,25.0%,31.3%,58.3%,16.7%,10.0%,100.0%,30
Last 52 Weeks (1 matches),,21.1%,26.3%,23.1%,22.2%,33.3%,14.3%,60.0%,50.0%,0.0%,25.0%,25.0%,33.3%,25.0%,25.0%,-,111
Career (10 matches),,22.0%,28.0%,41.9%,25.0%,32.8%,42.3%,55.7%,52.4%,48.6%,19.5%,23.4%,41.3%,25.9%,43.8%,50.0%,3
