Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,19,8,11,42.1%,5,2,3,40.0%,1984,1999,R16,0,,,,,,,,,,
French Open,15,Clay,27,12,15,44.4%,2,1,1,50.0%,1983,1999,R32,0,,,,,,,,,,
Wimbledon,17,Grass,41,24,17,58.5%,6,3,3,50.0%,1983,1999,QF,0,,,,,,,,,,
US Open,13,Hard,29,16,13,55.2%,4,3,1,75.0%,1983,1998,QF,0,,,,,,,,,,
Olympics,2,,4,2,2,50.0%,4,2,2,50.0%,1988,1992,QF,0,,,,,,,,,,
Fed Cup,14,,44,29,15,65.9%,7,4,3,57.1%,1983,1999,,0,,,,,,,,,,
Birmingham,13,Grass,40,27,13,67.5%,7,3,4,42.9%,1985,1998,F,0,,,,,,,,,,
Key Biscayne,13,Hard,25,12,13,48.0%,4,0,4,0.0%,1985,1999,R16,0,,,,,,,,,,
Eastbourne,12,Grass,30,18,12,60.0%,6,0,6,0.0%,1985,1998,QF,0,,,,,,,,,,
Hilton Head,7,Clay,14,6,8,42.9%,2,2,0,100.0%,1985,1999,QF,0,,,,,,,,,,
Manhattan Beach,7,Hard,14,7,7,50.0%,2,2,0,100.0%,1985,1999,R32,0,,,,,,,,,,
Berlin,7,Clay,12,5,7,41.7%,3,0,3,0.0%,1990,1999,R16,0,,,,,,,,,,
