Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1999,210,103,106,1618,108,1556,121,1531,50,1603,,,,
1998,73,364,76,1682,72,1621,92,1582,27,1636,,,,
1997,87,311,85,1668,68,1623,106,1578,39,1626,,,,
1996,61,362,79,1688,66,1642,108,1596,32,1660,,,,
1995,99,17,87,1701,79,1652,102,1629,32,1657,,,,
1994,41,41,45,1770,42,1706,69,1657,15,1708,,,,
1993,33,43,47,1769,37,1723,67,1664,18,1696,,,,
1992,58,19,66,1723,70,1661,83,1646,30,1665,,,,
1991,48,22,35,1766,58,1671,53,1671,19,1682,,,,
1990,91,13,67,1707,81,1626,56,1662,22,1671,,,,
1989,20,43,28,1797,26,1730,47,1698,18,1714,,,,
1988,16,45,26,1789,25,1709,,,14,1735,,,,
1987,24,30,23,1802,26,1711,33,1706,11,1755,,,,
1986,36,21,59,1698,60,1618,58,1648,22,1687,,,,
1985,55,,43,1721,51,1638,54,1649,41,1633,,,,
1984,138,,52,1718,42,1657,29,1720,40,1627,,,,
