Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,212,107,105,50.5%,239-230,51.0%,2047-2111,49.2%,21-21,50.0%,0,,,,,,,,,,,
Clay,97,40,57,41.2%,91-113,44.6%,842-910,48.1%,5-10,33.3%,0,,,,,,,,,,,
Grass,116,70,46,60.3%,144-102,58.5%,1153-1054,52.2%,7-14,33.3%,0,,,,,,,,,,,
Carpet,97,51,46,52.6%,101-101,50.0%,910-913,49.9%,16-13,55.2%,0,,,,,,,,,,,
Grand Slams,102,48,54,47.1%,111-122,47.6%,1004-1096,47.8%,6-7,46.2%,0,,,,,,,,,,,
Premiers,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-0,-,0,,,,,,,,,,,
Finals,10,3,7,30.0%,9-14,39.1%,90-116,43.7%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,21,10,11,47.6%,23-22,51.1%,207-214,49.2%,2-2,50.0%,0,,,,,,,,,,,
Quarter-finals,39,20,19,51.3%,46-40,53.5%,389-372,51.1%,3-4,42.9%,0,,,,,,,,,,,
vs Righties,273,116,157,42.5%,255-326,43.9%,2407-2775,46.4%,22-40,35.5%,0,,,,,,,,,,,
vs Lefties,34,19,15,55.9%,35-36,49.3%,301-306,49.6%,5-0,100.0%,0,,,,,,,,,,,
vs Top 10,68,10,58,14.7%,30-110,21.4%,435-762,36.3%,4-6,40.0%,0,,,,,,,,,,,
