Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Cherbourg CH F,W vs Sels,73.9%,44.1%,2.2%,1/0,2.20,66.7%,75.0%,42.9%,0.0%,2.11,92.9%,76.5%,46.2%,5.9%,2.33,14.3%
2025 Marseille R16,L vs Medvedev,49.0%,29.2%,6.1%,0/3,2.25,18.2%,48.3%,21.4%,6.9%,1.71,31.6%,58.8%,40.0%,5.9%,2.71,0.0%
2024 Roland Garros R128,L vs Djokovic,65.9%,25.9%,4.9%,0/4,2.06,10.6%,62.5%,25.7%,3.6%,1.99,15.9%,79.2%,26.3%,8.3%,2.20,0.0%
2023 Metz SF,L vs Shevchenko,62.7%,48.6%,8.5%,1/4,2.31,20.0%,61.5%,29.2%,2.6%,2.26,26.1%,65.0%,84.6%,20.0%,2.42,8.3%
2021 Paris R64,L vs Alcaraz,70.0%,40.3%,7.3%,2/6,1.86,5.1%,76.9%,40.0%,3.1%,1.39,6.1%,69.2%,40.7%,15.4%,2.31,3.4%
2021 Roland Garros R128,L vs Sinner,63.6%,51.0%,12.3%,5/14,2.20,4.3%,60.0%,52.6%,9.5%,2.12,8.7%,74.5%,48.8%,18.2%,2.27,0.0%
2021 Marseille F,L vs Medvedev,55.1%,50.0%,17.3%,6/11,2.05,24.6%,43.1%,39.3%,23.1%,1.88,36.1%,83.9%,61.5%,6.5%,2.30,8.0%
2020 Marseille R16,L vs Auger Aliassime,51.6%,37.5%,8.6%,2/6,1.77,14.1%,42.4%,35.7%,4.5%,1.57,21.7%,80.0%,40.0%,20.0%,2.00,3.1%
2020 Montpellier R32,W vs Stakhovsky,68.4%,59.6%,1.3%,1/0,2.60,33.3%,72.0%,58.3%,2.0%,1.75,37.5%,72.7%,62.5%,0.0%,3.13,29.4%
2019 Halle R16,W vs Stakhovsky,51.6%,56.3%,5.4%,3/2,2.29,23.3%,47.5%,62.1%,4.9%,2.18,25.0%,63.3%,47.4%,6.7%,2.40,21.1%
2019 Madrid R64,L vs Wawrinka,64.4%,24.1%,6.7%,2/1,1.93,48.4%,65.2%,40.0%,4.3%,1.94,71.4%,70.0%,7.1%,10.0%,1.92,0.0%
2019 Montpellier F,L vs Tsonga,57.8%,30.8%,8.9%,1/3,2.07,36.4%,48.4%,26.7%,9.7%,2.10,55.0%,84.6%,36.4%,7.7%,2.04,7.7%
2019 Montpellier QF,W vs Shapovalov,66.7%,44.6%,8.3%,4/3,2.38,8.9%,59.2%,41.4%,8.2%,2.34,14.8%,90.0%,48.1%,10.0%,2.42,0.0%
2019 Australian Open R32,L vs Raonic,38.4%,51.5%,4.7%,4/0,2.14,14.8%,26.7%,56.3%,6.7%,2.11,13.0%,70.8%,47.1%,0.0%,2.23,20.0%
2019 Australian Open R128,W vs Querrey,52.2%,63.9%,8.0%,4/7,2.28,3.8%,41.2%,60.0%,5.9%,2.12,7.7%,82.2%,67.6%,13.3%,2.43,0.0%
2018 Ortisei CH F,L vs Humbert,57.1%,39.3%,6.1%,1/2,1.86,20.0%,50.0%,21.4%,7.1%,1.75,35.7%,66.7%,57.1%,4.8%,2.00,0.0%
2018 Shenzhen F,L vs Nishioka,79.2%,48.7%,3.1%,0/3,1.71,7.4%,84.1%,46.6%,2.9%,1.61,12.2%,75.0%,55.6%,4.2%,1.87,0.0%
2018 Shenzhen SF,W vs De Minaur,58.4%,45.8%,4.0%,1/3,2.25,6.8%,56.3%,41.7%,4.7%,2.23,7.1%,69.7%,52.2%,3.0%,2.27,6.5%
2018 Monte Carlo R32,L vs Dimitrov,63.9%,37.0%,5.6%,2/2,2.51,12.3%,65.9%,40.7%,7.3%,2.52,20.6%,70.4%,31.6%,3.7%,2.50,3.2%
2017 Stuttgart R32,L vs Haas,50.0%,48.9%,8.9%,2/6,2.41,23.4%,52.4%,48.5%,3.2%,1.71,25.0%,52.2%,50.0%,26.1%,2.64,22.2%
Career (26 matches),,59.2%,45.6%,7.2%,36.6%,2.12,16.4%,55.7%,43.6%,6.3%,1.95,22.8%,72.6%,48.7%,9.9%,2.33,8.1%
