Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R128,L vs Mannarino,109.6,115.4,8.4,119.5,111.2,130,79,100.1,9.1,103.7,97.8,116,69
2019 Wimbledon R128,L vs Anderson,108.7,114.1,7.3,120.5,109.4,127,93,96.8,5.2,98.0,,108,84
2019 Roland Garros R64,L vs Paire,105.6,111.4,9.5,,,128,82,93.1,5.6,,,105,78
2019 Roland Garros R128,W vs Medvedev,101.7,106.8,11.8,,,130,81,91.5,4.9,,,105,81
2018 US Open R64,L vs Kyrgios,108.1,114.4,8.9,120.6,108.6,127,77,96.3,7.5,98.6,84.0,112,79
2017 US Open R128,L vs Isner,108.6,116.3,8.7,120.5,106.5,127,92,96.2,6.6,98.8,,110,84
2017 Wimbledon R128,W vs Kyrgios,102.5,108.4,11.1,114.3,102.8,124,89,93.3,15.4,89.0,84.0,112,65
2017 Roland Garros R64,L vs Verdasco,105.9,115.9,9.1,,,128,85,92.6,4.8,,,105,82
2017 Roland Garros R128,W vs Donaldson,106.8,114.7,9.5,,,127,90,95.8,7.4,,,107,75
2017 Australian Open R128,L vs Sock,108.8,114.6,8.4,119.4,108.9,126,89,96.4,6.4,98.5,96.0,108,85
2016 Australian Open R32,L vs Tsonga,110.1,116.2,10.7,,,128,91,99.2,7.7,,,113,83
2015 Wimbledon R64,L vs Tomic,111.9,117.9,9.1,,,130,93,103.9,6.4,,,113,89
2014 Roland Garros R128,L vs Isner,101.9,115.0,9.8,,,128,78,88.4,8.3,,,106,74
Career (13 matches),,106.8,113.6,9.4,119.7,108.6,130,77,95.4,6.8,98.7,93.2,116,65
