Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,2,0,2,0.0%,1-4,20.0%,18-29,38.3%,0-0,-,2,60.9%,16.7%,11.0%,11.7%,61.4%,69.7%,32.1%,55.2%,31.3%,43.7%,0.70
Clay,6,2,4,33.3%,6-12,33.3%,88-97,47.6%,0-3,0.0%,6,75.0%,21.1%,7.7%,9.7%,58.4%,72.2%,44.7%,60.8%,34.5%,48.3%,0.88
Grass,2,1,1,50.0%,1-2,33.3%,17-18,48.6%,0-1,0.0%,2,94.7%,11.1%,12.4%,9.1%,46.3%,82.1%,58.5%,69.4%,28.8%,50.0%,0.94
Grand Slams,2,1,1,50.0%,3-5,37.5%,43-44,49.4%,0-2,0.0%,2,76.7%,23.8%,8.4%,9.9%,56.8%,72.3%,46.6%,61.2%,36.9%,49.3%,0.95
Masters,1,0,1,0.0%,1-2,33.3%,15-17,46.9%,0-0,-,1,75.0%,18.8%,12.8%,13.8%,57.4%,79.6%,40.0%,62.8%,30.2%,47.2%,0.81
Other Tours,7,2,5,28.6%,4-11,26.7%,65-83,43.9%,0-2,0.0%,7,74.7%,16.2%,8.5%,9.3%,57.3%,71.9%,45.4%,60.6%,31.4%,46.9%,0.80
Best of 5,2,1,1,50.0%,3-5,37.5%,43-44,49.4%,0-2,0.0%,2,76.7%,23.8%,8.4%,9.9%,56.8%,72.3%,46.6%,61.2%,36.9%,49.3%,0.95
Best of 3,8,2,6,25.0%,5-13,27.8%,80-100,44.4%,0-2,0.0%,8,74.7%,16.7%,9.2%,10.0%,57.3%,73.2%,44.5%,61.0%,31.2%,47.0%,0.80
vs Righties,7,3,4,42.9%,7-12,36.8%,93-101,47.9%,0-3,0.0%,7,74.5%,24.0%,9.3%,10.3%,58.5%,72.2%,42.6%,59.9%,35.8%,48.5%,0.89
vs Lefties,3,0,3,0.0%,1-6,14.3%,30-43,41.1%,0-1,0.0%,3,77.8%,5.6%,7.8%,9.2%,53.2%,75.0%,52.0%,64.2%,25.5%,45.5%,0.71
