Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Cherbourg CH F,W vs Sels,44.7%,90.5%,33.3%,78.8%,11.8%,9.1%,0.0%,19.2%,25.0%,1.9%,0.0%,53,151
2025 Marseille R16,L vs Medvedev,28.6%,64.3%,19.8%,65.0%,15.0%,37.5%,0.0%,5.9%,18.2%,2.3%,0.0%,22,15
2024 Roland Garros R128,L vs Djokovic,11.6%,63.6%,18.5%,50.0%,11.9%,19.4%,20.0%,9.2%,45.5%,2.4%,42.9%,-46,-11
2023 Metz SF,L vs Shevchenko,13.5%,42.9%,14.0%,52.9%,15.7%,35.7%,33.3%,3.7%,11.1%,0.0%,-,-38,15
2021 Paris R64,L vs Alcaraz,31.9%,73.0%,28.5%,71.6%,21.1%,22.2%,0.0%,11.4%,35.7%,2.0%,60.0%,67,74
2021 Roland Garros R128,L vs Sinner,37.7%,55.8%,24.6%,58.7%,12.1%,14.3%,0.0%,13.9%,28.6%,5.0%,17.6%,33,66
2021 Marseille F,L vs Medvedev,63.6%,60.7%,35.2%,63.8%,12.2%,7.1%,0.0%,4.1%,0.0%,1.7%,50.0%,-31,-16
2020 Marseille R16,L vs Auger Aliassime,15.5%,77.8%,22.6%,75.0%,15.9%,20.7%,0.0%,5.6%,20.0%,0.0%,-,38,30
2020 Montpellier R32,W vs Stakhovsky,31.4%,87.5%,24.6%,87.9%,19.5%,29.6%,0.0%,5.3%,16.7%,0.0%,-,109,121
2019 Halle R16,W vs Stakhovsky,33.3%,78.3%,21.5%,78.4%,25.9%,37.5%,0.0%,14.7%,50.0%,0.6%,100.0%,110,129
2019 Madrid R64,L vs Wawrinka,34.7%,58.8%,22.9%,63.6%,6.1%,16.7%,0.0%,0.0%,0.0%,2.1%,50.0%,-18,-39
2019 Montpellier F,L vs Tsonga,25.0%,54.5%,28.4%,63.0%,10.5%,23.1%,0.0%,15.2%,33.3%,1.8%,50.0%,-5,8
2019 Montpellier QF,W vs Shapovalov,7.1%,60.0%,12.7%,85.0%,21.5%,44.4%,14.3%,6.8%,25.0%,0.0%,-,16,7
2019 Australian Open R32,L vs Raonic,21.2%,94.4%,20.1%,80.6%,28.8%,44.4%,0.0%,10.7%,0.0%,1.5%,50.0%,139,73
2019 Australian Open R128,W vs Querrey,7.4%,57.1%,9.8%,84.0%,22.0%,36.8%,0.0%,22.2%,50.0%,0.5%,100.0%,46,82
2018 Ortisei CH F,L vs Humbert,21.4%,44.4%,17.2%,52.9%,17.1%,16.7%,50.0%,0.0%,0.0%,0.0%,-,13,62
2018 Shenzhen F,L vs Nishioka,11.6%,54.5%,21.2%,69.8%,13.8%,16.3%,15.4%,6.2%,7.7%,1.1%,50.0%,75,79
2018 Shenzhen SF,W vs De Minaur,9.3%,70.0%,18.9%,63.4%,15.7%,25.8%,0.0%,7.5%,23.5%,1.2%,0.0%,37,40
2018 Monte Carlo R32,L vs Dimitrov,21.3%,64.7%,17.6%,66.7%,8.0%,20.8%,20.0%,5.4%,40.0%,1.0%,0.0%,6,-16
2017 Stuttgart R32,L vs Haas,39.7%,74.2%,21.1%,76.3%,29.4%,42.9%,0.0%,15.4%,0.0%,1.8%,100.0%,86,111
Career (26 matches),,25.4%,67.2%,21.7%,68.4%,15.7%,23.8%,8.7%,8.6%,23.0%,1.7%,32.2%,36,50
