Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,26,14,12,53.8%,16,7,9,43.8%,2013,2026,R32,23,0.96,11.4%,5.2%,57.5%,74.5%,48.0%,63.2%,35.3%,60.0%,38.9%
Roland Garros,15,Clay,23,8,15,34.8%,15,4,11,26.7%,2011,2025,R32,23,0.94,7.3%,4.7%,58.3%,70.8%,52.1%,63.0%,34.8%,60.0%,39.2%
Wimbledon,11,Grass,24,13,11,54.2%,16,7,9,43.8%,2013,2025,R32,17,0.91,10.9%,7.2%,58.3%,75.2%,49.3%,64.4%,32.4%,57.5%,33.9%
US Open,12,Hard,16,4,12,25.0%,14,5,9,35.7%,2012,2025,R64,16,0.89,8.7%,7.1%,53.5%,72.8%,44.9%,59.8%,35.9%,60.0%,37.7%
Davis Cup,1,,1,0,1,0.0%,0,0,0,-,2017,2017,,1,0.47,9.3%,1.9%,55.6%,76.7%,50.0%,64.8%,16.7%,33.3%,0
Doha,3,Hard,9,6,3,66.7%,2,1,1,50.0%,2018,2026,QF,9,1.02,9.0%,3.3%,62.3%,75.1%,49.8%,65.6%,35.0%,58.3%,37.8%
Paris Masters,9,Hard,15,6,9,40.0%,9,4,5,44.4%,2013,2025,R32,15,0.95,11.9%,6.1%,55.8%,75.0%,51.9%,64.8%,33.6%,65.2%,31.6%
Canada Masters,5,Hard,12,7,5,58.3%,4,1,3,25.0%,2015,2025,R32,9,0.99,8.3%,6.9%,57.9%,76.3%,49.0%,64.8%,34.9%,67.2%,41.3%
Stuttgart,4,Grass,9,5,4,55.6%,7,3,4,42.9%,2016,2025,R16,9,1.01,20.2%,8.8%,56.5%,80.0%,52.2%,67.9%,32.5%,57.6%,41.7%
Rome Masters,3,Clay,3,0,3,0.0%,2,0,2,0.0%,2014,2025,Q1,3,0.76,2.3%,4.2%,47.9%,70.4%,47.8%,58.6%,31.3%,74.2%,20.0%
Monte Carlo Masters,6,Clay,17,10,7,58.8%,7,4,3,57.1%,2016,2025,R16,17,0.98,6.8%,4.2%,56.3%,77.1%,48.7%,64.7%,34.7%,68.2%,39.8%
