Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Cherbourg CH F,W vs Sels,49.1%,66.0%,69.6%,60.2%,60.5%,78.9%,80.0%,76.1%,35.3%,42.9%,100.0%,27.3%,45.5%,50.0%,102
2025 Marseille R16,L vs Medvedev,25.0%,34.6%,45.5%,34.4%,34.5%,51.7%,52.6%,51.4%,53.3%,57.1%,100.0%,17.6%,17.6%,35.7%,25
2024 Roland Garros R128,L vs Djokovic,28.4%,45.1%,54.5%,36.1%,32.3%,50.8%,56.8%,44.3%,48.0%,60.0%,33.3%,26.7%,43.3%,50.0%,120
2023 Metz SF,L vs Shevchenko,38.7%,53.2%,34.3%,45.3%,50.0%,65.2%,39.1%,58.9%,54.5%,58.3%,100.0%,7.7%,23.1%,25.0%,-49
2021 Paris R64,L vs Alcaraz,28.8%,48.8%,55.1%,39.8%,31.9%,58.3%,61.2%,51.0%,50.0%,52.5%,40.0%,31.0%,45.2%,44.8%,157
2021 Roland Garros R128,L vs Sinner,30.5%,43.0%,45.2%,35.7%,41.8%,55.7%,43.5%,51.8%,38.2%,62.2%,100.0%,21.7%,35.0%,46.8%,80
2021 Marseille F,L vs Medvedev,34.7%,49.0%,49.2%,43.3%,43.8%,62.5%,50.0%,56.9%,60.0%,50.0%,50.0%,19.4%,25.8%,48.0%,55
2020 Marseille R16,L vs Auger Aliassime,27.7%,39.5%,50.0%,36.4%,33.8%,48.6%,59.2%,47.7%,41.4%,44.4%,0.0%,19.5%,26.8%,36.4%,56
2020 Montpellier R32,W vs Stakhovsky,36.2%,55.2%,52.9%,47.2%,50.0%,73.5%,76.5%,68.8%,50.0%,50.0%,-,19.0%,33.3%,29.4%,65
2019 Halle R16,W vs Stakhovsky,44.3%,64.6%,62.8%,52.9%,54.7%,73.6%,62.5%,67.5%,63.6%,61.3%,-,24.0%,48.0%,63.2%,-21
2019 Madrid R64,L vs Wawrinka,31.4%,43.1%,41.9%,35.3%,38.2%,50.0%,42.9%,44.1%,58.8%,52.9%,100.0%,23.1%,38.5%,40.0%,76
2019 Montpellier F,L vs Tsonga,26.0%,44.0%,55.9%,34.4%,30.0%,50.0%,47.6%,44.0%,33.3%,73.3%,66.7%,23.5%,41.2%,69.2%,102
2019 Montpellier QF,W vs Shapovalov,33.8%,50.0%,62.2%,42.3%,38.6%,59.1%,70.4%,53.0%,73.3%,55.2%,100.0%,30.8%,42.3%,50.0%,123
2019 Australian Open R32,L vs Raonic,32.3%,50.5%,52.5%,42.3%,37.0%,57.5%,52.2%,49.7%,35.7%,57.8%,100.0%,16.7%,27.8%,53.3%,47
2019 Australian Open R128,W vs Querrey,50.0%,58.6%,47.3%,54.5%,61.1%,72.2%,42.9%,68.3%,37.1%,56.8%,50.0%,34.1%,39.0%,51.9%,24
2018 Ortisei CH F,L vs Humbert,42.0%,52.0%,36.0%,45.2%,51.7%,58.6%,35.7%,57.2%,66.7%,50.0%,33.3%,35.3%,52.9%,36.4%,196
2018 Shenzhen F,L vs Nishioka,28.0%,44.9%,44.1%,35.9%,34.9%,54.0%,51.2%,48.3%,75.0%,35.9%,28.6%,22.9%,40.0%,33.3%,82
2018 Shenzhen SF,W vs De Minaur,31.9%,44.8%,49.3%,38.6%,40.8%,57.7%,52.4%,51.8%,35.3%,54.1%,33.3%,20.5%,28.2%,45.2%,77
2018 Monte Carlo R32,L vs Dimitrov,19.8%,34.6%,49.2%,26.3%,27.7%,42.6%,41.2%,38.9%,52.9%,70.0%,75.0%,8.8%,23.5%,58.1%,-79
2017 Stuttgart R32,L vs Haas,41.1%,64.4%,55.3%,48.0%,55.6%,77.8%,60.0%,69.3%,54.5%,39.1%,0.0%,32.5%,60.0%,51.9%,118
Career (26 matches),,34.0%,49.1%,50.0%,41.5%,42.9%,60.4%,52.6%,55.3%,50.3%,53.2%,55.6%,23.8%,36.9%,46.7%,110
